date,stock,RCV,RVT,positivePartscr,negativePartscr,splogscr,linscr
2014-04-15T00:00:00Z,AGM,50.417,5e-4,0.0044,0.0076,-0.0051,41.4516
2014-04-16T00:00:00Z,AGM,15.972,3e-4,0,0,0,0
2014-04-17T00:00:00Z,AGM,36.225,3e-4,0.0041,0.0076,-0.0063,41.6773
2014-04-18T00:00:00Z,AGM,-2.779,2e-4,0,0,0,0
2014-04-23T00:00:00Z,AGM,-4.297,2e-4,0.0018,0.006,-0.0021,43.5435
2014-04-24T00:00:00Z,AGM,12.667,2e-4,0.0038,0.0065,-0.0046,39.4144
2014-04-25T00:00:00Z,AGM,40.959,3e-4,0.0031,9e-4,0.0144,86.0294
2014-04-26T00:00:00Z,AGM,32.933,4e-4,0,7e-4,-0.0021,0
2014-04-29T00:00:00Z,AGM,22.911,3e-4,0.0037,0.0025,0.0014,54.8173
2014-04-30T00:00:00Z,AGM,39.3,3e-4,0.005,0.0017,0.016,76.4895
2014-05-01T00:00:00Z,AGM,-26.422,1e-4,0.0027,0.0034,-8e-4,44.1176
2014-04-02T00:00:00Z,FOR,-61.432,2e-4,0.0089,0.0335,-0.0413,21.5837
2014-04-03T00:00:00Z,FOR,-61.591,2e-4,0.01,0.028,-0.0362,21.021
2014-04-04T00:00:00Z,FOR,-5.021,5e-4,0.0118,0.027,-0.0679,28.8113
2014-04-05T00:00:00Z,FOR,43.534,0.0012,0.0037,0.0342,-0.2009,8.9896
2014-04-08T00:00:00Z,FOR,-43.775,3e-4,0.008,0.0255,-0.0324,29.7994
2014-04-09T00:00:00Z,FOR,-6.667,5e-4,0.0109,0.0306,-0.0581,32.4685
2014-04-10T00:00:00Z,FOR,-7.038,5e-4,0.0068,0.0217,-0.0744,22.8976
2014-04-11T00:00:00Z,FOR,16.813,6e-4,0.0061,0.0334,-0.1442,15.091
2014-04-12T00:00:00Z,FOR,51.801,0.0013,0.0052,0.0329,-0.2261,11.9394
2014-04-15T00:00:00Z,FOR,-0.388,6e-4,0.0066,0.0293,-0.0978,18.5679
2014-04-16T00:00:00Z,FOR,-27.555,4e-4,0.0094,0.0281,-0.0594,27.215
2014-04-17T00:00:00Z,FOR,-9.091,4e-4,0.0101,0.0289,-0.0688,26.1296
2014-04-18T00:00:00Z,FOR,-36.281,3e-4,0.0064,0.025,-0.0485,19.6192
2014-04-19T00:00:00Z,FOR,15.275,0.0023,0.0046,0.0343,-0.1451,11.0597
2014-04-22T00:00:00Z,FOR,-36.364,6e-4,0.0046,0.0284,-0.0679,13.3824
2014-04-23T00:00:00Z,FOR,-54.189,2e-4,0.0062,0.0179,-0.0389,20.6215
2014-04-24T00:00:00Z,FOR,0.779,4e-4,0.0054,0.0313,-0.1067,13.2939
2014-04-25T00:00:00Z,FOR,8.453,4e-4,0.0083,0.0273,-0.0911,18.8762
2014-04-26T00:00:00Z,FOR,-0.259,5e-4,0.0035,0.0316,-0.0991,9.6994
2014-04-29T00:00:00Z,FOR,-27.648,3e-4,0.0066,0.0296,-0.0717,18.7958
2014-04-30T00:00:00Z,FOR,14.066,4e-4,0.005,0.0163,-0.0681,19.953
2014-05-01T00:00:00Z,FOR,19.388,4e-4,0.0046,0.0251,-0.1144,14.0122
2014-04-03T00:00:00Z,INTL,-70.69,0,0,0,0,0
2014-04-04T00:00:00Z,INTL,30.588,2e-4,0.0185,0,0.0196,100
2014-04-08T00:00:00Z,INTL,13.078,2e-4,0.0105,0.024,-0.0255,30.5278
2014-04-09T00:00:00Z,INTL,-71.111,0,0.0108,0.0215,-0.0053,33.4365
2014-04-10T00:00:00Z,INTL,-71.111,0,0.0123,0.0328,-0.01,27.2727
2014-04-12T00:00:00Z,INTL,-37.56,1e-4,0,0.0267,-0.0186,0
2014-04-15T00:00:00Z,INTL,33.968,3e-4,0.0164,0.0209,-0.0213,37.1334
2014-04-16T00:00:00Z,INTL,-37.931,1e-4,0.0231,0.0173,0.0059,57.5309
2014-04-17T00:00:00Z,INTL,-68.657,0,0,0,0,0
2014-04-18T00:00:00Z,INTL,-36.365,1e-4,0.0193,0.029,-0.0093,39.9586
2014-04-19T00:00:00Z,INTL,-67.526,2e-4,0.0206,0.0309,-0.005,40
2014-04-23T00:00:00Z,INTL,-3.686,1e-4,0.0028,0.0028,0,50
2014-04-24T00:00:00Z,INTL,-34.76,1e-4,0.0087,0.0131,-0.0037,41.7391
2014-04-25T00:00:00Z,INTL,-2.661,1e-4,0.0132,0.017,-0.0023,46.7133
2014-04-26T00:00:00Z,INTL,1.093,1e-4,0.0081,0.0433,-0.0545,16.7228
2014-04-29T00:00:00Z,INTL,-32.967,1e-4,0.0029,0.0289,-0.0264,7.0866
2014-04-30T00:00:00Z,INTL,25,1e-4,0.0087,0.0348,-0.0346,21.4562
2014-04-02T00:00:00Z,STAR,43.792,3e-4,0,0.0187,-0.02,0
2014-04-03T00:00:00Z,STAR,-69.942,0,0,0.0769,-0.037,0
2014-04-04T00:00:00Z,STAR,81.539,0.001,0.0295,0.0049,0.1924,93.1939
2014-04-05T00:00:00Z,STAR,37.5,4e-4,0.037,0,0.0182,100
2014-04-08T00:00:00Z,STAR,52.644,4e-4,0.031,0.0138,0.0149,59.8057
2014-04-09T00:00:00Z,STAR,-46.392,1e-4,0.0377,0,0.0185,100
2014-04-11T00:00:00Z,STAR,38.142,3e-4,0.0172,0,0.0271,100
2014-04-12T00:00:00Z,STAR,-72.917,1e-4,0,0,0,0
2014-04-16T00:00:00Z,STAR,-45.55,1e-4,0,0.0278,-0.04,0
2014-04-18T00:00:00Z,STAR,45.939,3e-4,0.0323,0,0.0913,100
2014-04-19T00:00:00Z,STAR,-73.437,2e-4,0.025,0,0.0123,100
2014-04-22T00:00:00Z,STAR,-20.725,3e-4,0.0667,0,0.0323,100
2014-04-23T00:00:00Z,STAR,-46.875,1e-4,0,0,0,0
2014-04-24T00:00:00Z,STAR,51.923,3e-4,0.0088,0.0088,0.011,66.6667
2014-04-25T00:00:00Z,STAR,22.642,2e-4,0.011,0,0.0084,100
2014-04-26T00:00:00Z,STAR,34.877,3e-4,0,0,0,0
2014-04-30T00:00:00Z,STAR,71.95,5e-4,0,0,0,0
2014-05-01T00:00:00Z,STAR,29.322,2e-4,0,0,0,0
2014-04-02T00:00:00Z,CASH,5.258,7e-4,0.0027,0.0146,-0.058,17.9668
2014-04-03T00:00:00Z,CASH,5.18,7e-4,0.0061,0.0083,-0.0053,46.9064
2014-04-04T00:00:00Z,CASH,9.867,9e-4,0.0035,0.0091,-0.0295,30.8982
2014-04-05T00:00:00Z,CASH,-19.945,8e-4,0.0171,0.0173,-0.0032,48.3108
2014-04-08T00:00:00Z,CASH,-1.561,8e-4,0.0045,0.0061,-0.0072,44.2279
2014-04-09T00:00:00Z,CASH,-13.787,7e-4,0.004,0.0101,-0.0271,29.2857
2014-04-10T00:00:00Z,CASH,-38.02,5e-4,0.0034,5e-4,0.0084,83.2685
2014-04-11T00:00:00Z,CASH,-1.198,8e-4,0.0068,0.0117,-0.0192,37.5225
2014-04-12T00:00:00Z,CASH,-13.866,8e-4,0.0038,0.0082,-0.0167,33.7338
2014-04-15T00:00:00Z,CASH,-26.802,6e-4,0.0037,0.0052,-0.0027,45.4395
2014-04-16T00:00:00Z,CASH,3.209,8e-4,0.0099,0.0062,0.0192,61.7997
2014-04-17T00:00:00Z,CASH,-14.839,6e-4,0.0014,0.0028,-0.0074,34.0336
2014-04-18T00:00:00Z,CASH,-3.208,7e-4,0.0066,0.0051,0.0075,55.7389
2014-04-19T00:00:00Z,CASH,-45.455,0.0016,0,0,0,0
2014-04-22T00:00:00Z,CASH,-9.672,0.0013,0.0033,0.0078,-0.0213,31.5315
2014-04-23T00:00:00Z,CASH,11.962,8e-4,0.0025,0.0082,-0.0343,23.7857
2014-04-24T00:00:00Z,CASH,56.294,0.0015,0.0049,0.0123,-0.0942,28.2549
2014-04-25T00:00:00Z,CASH,57.206,0.0014,0.0061,0.0123,-0.09,31.9097
2014-04-26T00:00:00Z,CASH,-20.55,7e-4,0.0044,0.007,-0.0151,38.9796
2014-04-29T00:00:00Z,CASH,36.093,0.0011,0.0061,0.0186,-0.1238,21.5693
2014-04-30T00:00:00Z,CASH,27.273,8e-4,0.005,0.0132,-0.0614,29.2984
2014-05-01T00:00:00Z,CASH,56.695,0.0012,0.0039,0.0096,-0.0747,30.8504
2014-04-02T00:00:00Z,PRO,18.519,3e-4,0.0129,0.0022,0.0204,85.1419
2014-04-03T00:00:00Z,PRO,-53.521,1e-4,0.006,0.002,0.0039,75.1592
2014-04-04T00:00:00Z,PRO,35.818,5e-4,0.0061,0,0.015,100
2014-04-05T00:00:00Z,PRO,-36.963,2e-4,0,0,0,0
2014-04-07T00:00:00Z,PRO,-68.091,0.0021,0.0022,0.0022,0,50
2014-04-08T00:00:00Z,PRO,11.48,4e-4,0,0,0,0
2014-04-09T00:00:00Z,PRO,21.651,4e-4,0.0182,0,0.0339,100
2014-04-10T00:00:00Z,PRO,-35.26,2e-4,0,0.0157,-0.0114,0
2014-04-11T00:00:00Z,PRO,37.143,5e-4,0.0167,0.0372,-0.0259,31.0109
2014-04-12T00:00:00Z,PRO,46.428,7e-4,0.0032,0,0.01,100
2014-04-15T00:00:00Z,PRO,20.089,4e-4,0.0055,0,0.0145,100
2014-04-16T00:00:00Z,PRO,56.309,7e-4,0,0,0,0
2014-04-17T00:00:00Z,PRO,-39.459,2e-4,0.0099,0.0025,0.0079,79.8507
2014-04-22T00:00:00Z,PRO,-84.615,1e-4,0.0442,0,0.0216,100
2014-04-23T00:00:00Z,PRO,-7.954,2e-4,0.0104,0.0065,0.006,61.5819
2014-04-24T00:00:00Z,PRO,7.937,3e-4,0.0051,0.0072,-0.0064,39.5534
2014-04-25T00:00:00Z,PRO,63.031,6e-4,0,0,0,0
2014-04-26T00:00:00Z,PRO,16.518,4e-4,0,0,0,0
2014-04-29T00:00:00Z,PRO,16.228,3e-4,0.0331,0.0043,0.0415,80.9889
2014-04-30T00:00:00Z,PRO,38.401,3e-4,0.0111,0.0313,-0.0577,25.9545
2014-05-01T00:00:00Z,PRO,31.695,3e-4,0,0,0,0
2014-04-02T00:00:00Z,SENS,-27.142,2e-4,0.0012,0.0117,-0.0281,10.7672
2014-04-03T00:00:00Z,SENS,41.988,5e-4,0.0027,0.0114,-0.0583,14.6124
2014-04-04T00:00:00Z,SENS,-42.541,2e-4,0.0015,0.0117,-0.0203,10.7547
2014-04-05T00:00:00Z,SENS,-1.087,4e-4,8e-4,0.0159,-0.0516,6.4388
2014-04-08T00:00:00Z,SENS,28.462,5e-4,0.0021,0.0126,-0.0509,15.5486
2014-04-09T00:00:00Z,SENS,19.658,4e-4,0.0029,0.0123,-0.0409,18.6063
2014-04-10T00:00:00Z,SENS,19.017,4e-4,0.0011,0.0097,-0.0384,14.5232
2014-04-11T00:00:00Z,SENS,-45.407,2e-4,0,0.0087,-0.0194,0
2014-04-12T00:00:00Z,SENS,-4.211,4e-4,8e-4,0.0119,-0.0391,8.2569
2014-04-15T00:00:00Z,SENS,-72.192,1e-4,0,0.0103,-0.011,0
2014-04-16T00:00:00Z,SENS,-3.448,3e-4,0.0032,0.0127,-0.0356,18.9655
2014-04-17T00:00:00Z,SENS,8.173,3e-4,0.003,0.0113,-0.0348,18.4932
2014-04-18T00:00:00Z,SENS,8.654,4e-4,0.0029,0.0098,-0.031,25.372
2014-04-23T00:00:00Z,SENS,-56.647,1e-4,0,0.0092,-0.0142,0
2014-04-24T00:00:00Z,SENS,-26.471,2e-4,0.0023,0.0124,-0.0272,12.9751
2014-04-25T00:00:00Z,SENS,-40.698,1e-4,0.0085,0.011,-0.0072,40.5779
2014-04-26T00:00:00Z,SENS,3.571,3e-4,0,0.0098,-0.0341,0
2014-04-30T00:00:00Z,SENS,-84.943,0,0,0.0105,-0.0052,0
2014-05-01T00:00:00Z,SENS,-54.366,1e-4,0.0015,0.0092,-0.0111,17.2012
2014-04-02T00:00:00Z,WTI,-29.349,1e-4,0,0,0,0
2014-04-03T00:00:00Z,WTI,-29.033,1e-4,0,0,0,0
2014-04-04T00:00:00Z,WTI,15.152,2e-4,0,0.0051,-0.0136,0
2014-04-05T00:00:00Z,WTI,-6.382,2e-4,0,0,0,0
2014-04-08T00:00:00Z,WTI,-52.857,1e-4,0,0,0,0
2014-04-09T00:00:00Z,WTI,-5.035,2e-4,0.0041,0.0041,0,50
2014-04-10T00:00:00Z,WTI,29.293,3e-4,0.01,0.0067,0.0124,60
2014-04-11T00:00:00Z,WTI,-29.285,1e-4,0,0,0,0
2014-04-12T00:00:00Z,WTI,-29.033,2e-4,0,0,0,0
2014-04-15T00:00:00Z,WTI,-29.033,2e-4,0,0,0,0
2014-04-16T00:00:00Z,WTI,-27.473,1e-4,0,0,0,0
2014-04-17T00:00:00Z,WTI,-3.298,2e-4,0,0,0,0
2014-04-18T00:00:00Z,WTI,-27.473,1e-4,0,0,0,0
2014-04-19T00:00:00Z,WTI,-51.47,4e-4,0,0,0,0
2014-04-22T00:00:00Z,WTI,-27.473,3e-4,0,0,0,0
2014-04-23T00:00:00Z,WTI,-27.473,1e-4,0,0,0,0
2014-04-24T00:00:00Z,WTI,16.97,2e-4,0.0045,0.007,-0.0038,38.1818
2014-04-25T00:00:00Z,WTI,-52,1e-4,0,0,0,0
2014-04-26T00:00:00Z,WTI,-4.347,2e-4,0,0,0,0
2014-04-29T00:00:00Z,WTI,-52.174,1e-4,0,0,0,0
2014-04-30T00:00:00Z,WTI,-52.174,1e-4,0,0,0,0
2014-05-01T00:00:00Z,WTI,29.293,2e-4,0.0047,0.0156,-0.0096,23.1405
2014-04-02T00:00:00Z,SD,-72.683,0,0.0115,0.0153,-0.0019,42.9104
2014-04-03T00:00:00Z,SD,26.316,2e-4,0.0133,0,0.0303,100
2014-04-04T00:00:00Z,SD,25.264,2e-4,0.0354,0.0089,0.073,86.9406
2014-04-09T00:00:00Z,SD,51.587,3e-4,0.0177,0,0.0658,100
2014-04-10T00:00:00Z,SD,32.592,2e-4,0.0043,0,0.0213,100
2014-04-11T00:00:00Z,SD,42.593,3e-4,0.0084,0,0.0076,100
2014-04-15T00:00:00Z,SD,-9.66,2e-4,0,0,0,0
2014-04-16T00:00:00Z,SD,16.98,2e-4,0.0085,0.0342,-0.0875,8.9151
2014-04-17T00:00:00Z,SD,-5.357,1e-4,0.0102,0,0.0228,100
2014-04-18T00:00:00Z,SD,-35.757,1e-4,0,0.0238,-0.0233,0
2014-04-23T00:00:00Z,SD,-3.107,1e-4,0,0,0,0
2014-04-24T00:00:00Z,SD,-3.107,1e-4,0.0113,0,0.0132,100
2014-04-25T00:00:00Z,SD,-3.048,1e-4,0.0175,0,0.08,100
2014-04-26T00:00:00Z,SD,-34.97,1e-4,0,0,0,0
2014-04-29T00:00:00Z,SD,-67.485,0,0,0,0,0
2014-04-30T00:00:00Z,SD,-2.41,1e-4,0.0217,0.0109,-0.0095,41.7618
2014-05-01T00:00:00Z,SD,-67.073,0,0,0,0,0
2014-04-02T00:00:00Z,AUD,6.28,3e-4,0,0,0,0
2014-04-03T00:00:00Z,AUD,48.182,5e-4,0,0,0,0
2014-04-04T00:00:00Z,AUD,-29.825,2e-4,0,0,0,0
2014-04-05T00:00:00Z,AUD,-64.646,1e-4,0,0,0,0
2014-04-08T00:00:00Z,AUD,-47.103,2e-4,0,0,0,0
2014-04-09T00:00:00Z,AUD,18.98,3e-4,0,0,0,0
2014-04-10T00:00:00Z,AUD,-12.06,2e-4,0,0,0,0
2014-04-11T00:00:00Z,AUD,28.214,4e-4,0,0,0,0
2014-04-12T00:00:00Z,AUD,-13.58,3e-4,0,0,0,0
2014-04-14T00:00:00Z,AUD,-82.512,9e-4,0,0,0,0
2014-04-15T00:00:00Z,AUD,4.46,3e-4,0,0,0,0
2014-04-16T00:00:00Z,AUD,4.93,3e-4,0,0,0,0
2014-04-17T00:00:00Z,AUD,27.818,3e-4,0,0,0,0
2014-04-18T00:00:00Z,AUD,-82.338,0,0,0,0,0
2014-04-22T00:00:00Z,AUD,-82.279,1e-4,0,0,0,0
2014-04-23T00:00:00Z,AUD,-64.102,1e-4,0,0,0,0
2014-04-24T00:00:00Z,AUD,-9.795,2e-4,0,0,0,0
2014-04-25T00:00:00Z,AUD,-63.542,1e-4,0,0,0,0
2014-04-26T00:00:00Z,AUD,-45.312,1e-4,0,0,0,0
2014-04-29T00:00:00Z,AUD,-63.395,1e-4,0,0,0,0
2014-04-30T00:00:00Z,AUD,-44.8,1e-4,0,0,0,0
2014-05-01T00:00:00Z,AUD,-81.351,0,0,0,0,0
2014-05-02T00:00:00Z,PX,-45.337,1e-4,0.011,0,0.0184,100
2014-05-03T00:00:00Z,PX,-17.287,3e-4,0.007,0,0.0085,100
2014-05-06T00:00:00Z,PX,26.29,5e-4,0,0,0,0
2014-05-07T00:00:00Z,PX,-32.462,2e-4,0,0,0,0
2014-05-08T00:00:00Z,PX,42.184,4e-4,0.0134,0,0.0439,100
2014-05-09T00:00:00Z,PX,-32.755,2e-4,0,0,0,0
2014-05-10T00:00:00Z,PX,-58.758,1e-4,0.0083,0,0.0083,100
2014-05-11T00:00:00Z,PX,-86.062,7e-4,0,0,0,0
2014-05-12T00:00:00Z,PX,-85.872,9e-4,0,0.0571,-0.0278,0
2014-05-13T00:00:00Z,PX,44.111,5e-4,0,0.0149,-0.0541,0
2014-05-14T00:00:00Z,PX,8.594,3e-4,0,0.0111,-0.0334,0
2014-05-16T00:00:00Z,PX,37.63,4e-4,0.0036,0,0.0133,100
2014-05-17T00:00:00Z,PX,-20.332,3e-4,0,0,0,0
2014-05-20T00:00:00Z,PX,-73.278,1e-4,0,0,0,0
2014-05-21T00:00:00Z,PX,-46.218,2e-4,0,0.0108,-0.0271,0
2014-05-22T00:00:00Z,PX,-72.234,1e-4,0,0.0222,-0.0233,0
2014-05-23T00:00:00Z,PX,47.991,6e-4,0,0,0,0
2014-05-24T00:00:00Z,PX,-18.298,3e-4,0.0054,0,0.0083,100
2014-05-27T00:00:00Z,PX,-86.539,1e-4,0,0.0385,-0.0189,0
2014-05-28T00:00:00Z,PX,-33.121,2e-4,0,0,0,0
2014-05-29T00:00:00Z,PX,-60.042,1e-4,0.0047,0,0.0044,100
2014-05-30T00:00:00Z,PX,-86.498,0,0,0,0,0
2014-05-31T00:00:00Z,PX,-44.589,2e-4,0.0075,0,0.0079,100
2014-05-02T00:00:00Z,CHS,5.883,1e-4,0.0025,0.0025,-4e-4,47.1429
2014-05-03T00:00:00Z,CHS,-28.571,1e-4,0.0196,0.0346,-0.0141,36.2292
2014-05-06T00:00:00Z,CHS,-28.571,1e-4,0.0061,0.0173,-0.0088,35.1882
2014-05-07T00:00:00Z,CHS,-29.294,1e-4,0.0189,0.0086,0.0086,66.4794
2014-05-09T00:00:00Z,CHS,-64,0,0,0,0,0
2014-05-10T00:00:00Z,CHS,-63.636,0,0,0,0,0
2014-05-13T00:00:00Z,CHS,31.945,2e-4,0.0068,0,0.0118,100
2014-05-14T00:00:00Z,CHS,53.153,2e-4,0.0143,0.0064,-0.002,45.629
2014-05-15T00:00:00Z,CHS,-63.726,0,0.0121,0.0121,0,50
2014-05-20T00:00:00Z,CHS,-64.286,0,0,0.0038,-0.0019,0
2014-05-21T00:00:00Z,CHS,-63.636,0,0,0,0,0
2014-05-22T00:00:00Z,CHS,8.333,1e-4,0.0261,0.0183,0.018,62.5648
2014-05-24T00:00:00Z,CHS,-63,1e-4,0.0089,0.0106,-8e-4,45.641
2014-05-28T00:00:00Z,CHS,-58.888,0,0.007,0.0035,0.0017,66.6667
2014-05-29T00:00:00Z,CHS,79.15,5e-4,0.0048,0.0087,-0.0247,33.2284
2014-05-02T00:00:00Z,AGM,9.227,2e-4,0.0061,0.0027,0.0078,63.4391
2014-05-03T00:00:00Z,AGM,-62.867,1e-4,0,0,0,0
2014-05-06T00:00:00Z,AGM,-7.051,3e-4,0.0088,0,0.021,100
2014-05-07T00:00:00Z,AGM,-43.81,1e-4,0,0.0071,-0.0077,0
2014-05-08T00:00:00Z,AGM,-43.81,1e-4,0.0128,0.0022,0.0085,85.5967
2014-05-09T00:00:00Z,AGM,-6.05,2e-4,0.0053,0.0106,-0.0094,32.4864
2014-05-10T00:00:00Z,AGM,-25.316,2e-4,0.0038,0,0.0056,100
2014-05-13T00:00:00Z,AGM,74.114,9e-4,0.011,0.0074,0.0291,63.2175
2014-05-14T00:00:00Z,AGM,-29.412,1e-4,0.0117,0.0013,0.0121,91
2014-05-15T00:00:00Z,AGM,36.297,3e-4,0.0072,0.0072,-0.0041,39.7531
2014-05-16T00:00:00Z,AGM,-47.674,1e-4,0.0159,0,0.0222,100
2014-05-17T00:00:00Z,AGM,16.667,4e-4,0.0065,0.0043,0.0142,71.14
2014-05-20T00:00:00Z,AGM,-48.159,1e-4,0.0145,0.0115,-4e-4,49.3485
2014-05-21T00:00:00Z,AGM,-30.533,2e-4,0,0.002,-0.0022,0
2014-05-22T00:00:00Z,AGM,-31.112,2e-4,0.0047,0,0.0095,100
2014-05-23T00:00:00Z,AGM,-65.556,1e-4,0,0,0,0
2014-05-24T00:00:00Z,AGM,34.05,5e-4,0.0076,0.0029,0.0205,77.7053
2014-05-27T00:00:00Z,AGM,-83.152,1e-4,0,0,0,0
2014-05-28T00:00:00Z,AGM,24.395,4e-4,0.0054,0.0154,-0.0293,22.0109
2014-05-29T00:00:00Z,AGM,22.984,3e-4,0.0018,0.0036,-0.0051,25.7009
2014-05-30T00:00:00Z,AGM,-19.481,2e-4,0.0031,0.0054,-0.0235,20.5066
2014-05-31T00:00:00Z,AGM,21.371,4e-4,0.0019,0.0058,-0.0152,18.5859
2014-05-02T00:00:00Z,FOR,12.638,5e-4,0.0105,0.0307,-0.0909,25
2014-05-03T00:00:00Z,FOR,-38.131,4e-4,0.0067,0.0332,-0.0707,15.0111
2014-05-06T00:00:00Z,FOR,19.081,7e-4,0.0088,0.0297,-0.0957,26.5872
2014-05-07T00:00:00Z,FOR,44.898,7e-4,0.0049,0.0173,-0.0899,20.2032
2014-05-08T00:00:00Z,FOR,51.012,7e-4,0.0038,0.0207,-0.1216,15.2055
2014-05-09T00:00:00Z,FOR,33.73,6e-4,0.0128,0.0269,-0.0755,34.6679
2014-05-10T00:00:00Z,FOR,0.358,6e-4,0.0056,0.0323,-0.1036,15.3429
2014-05-13T00:00:00Z,FOR,-58.682,2e-4,0.001,0.0115,-0.0353,7.2177
2014-05-14T00:00:00Z,FOR,-17.266,4e-4,0.0083,0.0284,-0.0925,17.4098
2014-05-15T00:00:00Z,FOR,-9.427,4e-4,0.0074,0.0253,-0.0793,21.0543
2014-05-16T00:00:00Z,FOR,39.928,7e-4,0.0055,0.0185,-0.0938,22.2715
2014-05-17T00:00:00Z,FOR,29.071,9e-4,0.0036,0.0291,-0.1449,11.1722
2014-05-20T00:00:00Z,FOR,-75.362,1e-4,0.004,0.0285,-0.0295,11.5433
2014-05-21T00:00:00Z,FOR,-66.87,2e-4,0.009,0.0276,-0.0316,23.4363
2014-05-22T00:00:00Z,FOR,-25.275,4e-4,0.0133,0.0313,-0.0775,24.8901
2014-05-23T00:00:00Z,FOR,0,5e-4,0.0042,0.0194,-0.0721,17.3527
2014-05-24T00:00:00Z,FOR,0.368,7e-4,0.0063,0.029,-0.1005,15.7618
2014-05-27T00:00:00Z,FOR,-57.553,7e-4,0.013,0.0152,-0.0056,45.4683
2014-05-28T00:00:00Z,FOR,-49.064,3e-4,0.0103,0.029,-0.0447,26.5655
2014-05-29T00:00:00Z,FOR,-40.276,3e-4,0.0118,0.0264,-0.0025,48.9147
2014-05-30T00:00:00Z,FOR,-14.142,5e-4,0.0068,0.0155,-0.043,29.3103
2014-05-31T00:00:00Z,FOR,28.309,9e-4,0.007,0.032,-0.1365,15.9155
2014-05-02T00:00:00Z,INTL,-65.73,0,0.0041,0.0249,-0.0103,14.1379
2014-05-03T00:00:00Z,INTL,-65.363,1e-4,0,0,0,0
2014-05-07T00:00:00Z,INTL,6.667,1e-4,0.0181,0.0282,-0.0172,36.5103
2014-05-08T00:00:00Z,INTL,73.939,3e-4,0.0133,0.0137,-0.0023,48.7113
2014-05-09T00:00:00Z,INTL,-64.912,0,0.0062,0.0186,-0.0061,25
2014-05-10T00:00:00Z,INTL,-64.912,0,0.0063,0.0189,-0.0062,25
2014-05-13T00:00:00Z,INTL,7.777,1e-4,0.0236,0.0384,-0.0277,34.2324
2014-05-16T00:00:00Z,INTL,-64.197,0,0.0058,0.0409,-0.0172,12.4197
2014-05-17T00:00:00Z,INTL,7.47,2e-4,0.0151,0.0188,-0.0084,41.1055
2014-05-20T00:00:00Z,INTL,29.385,2e-4,0,0.0475,-0.0667,0
2014-05-21T00:00:00Z,INTL,-62.988,0,0,0.0339,-0.0167,0
2014-05-22T00:00:00Z,INTL,54.678,2e-4,0.0123,0.0189,-0.0434,28.0965
2014-05-23T00:00:00Z,INTL,59.9,3e-4,0.0154,0.0116,-0.0092,44.5235
2014-05-24T00:00:00Z,INTL,67.641,5e-4,0.0149,0.0231,-0.0468,32.5461
2014-05-29T00:00:00Z,INTL,0.617,1e-4,0.0276,0.0221,0.0025,51.8365
2014-05-30T00:00:00Z,INTL,0.617,1e-4,0.0123,0.0286,-0.0221,31.0121
2014-05-31T00:00:00Z,INTL,0.617,2e-4,0.0028,0.0304,-0.0317,7.4839
2014-05-02T00:00:00Z,STAR,28.788,2e-4,0.0131,0.0218,-0.0058,37.5262
2014-05-06T00:00:00Z,STAR,-53.846,1e-4,0,0,0,0
2014-05-07T00:00:00Z,STAR,15.186,2e-4,0,0.023,-0.0626,0
2014-05-08T00:00:00Z,STAR,-52.838,1e-4,0,0,0,0
2014-05-09T00:00:00Z,STAR,38.36,2e-4,0,0,0,0
2014-05-13T00:00:00Z,STAR,-53.913,1e-4,0,0.0213,-0.0235,0
2014-05-14T00:00:00Z,STAR,-30.472,1e-4,0.0494,0,0.0656,100
2014-05-15T00:00:00Z,STAR,-30.172,1e-4,0,0,0,0
2014-05-16T00:00:00Z,STAR,-30.769,1e-4,0,0.0137,-0.0626,0
2014-05-20T00:00:00Z,STAR,-77.489,0,0,0,0,0
2014-05-21T00:00:00Z,STAR,-10.73,2e-4,0.0127,0,0.0175,100
2014-05-22T00:00:00Z,STAR,24.038,2e-4,0.0134,0.0077,-0.0299,29.9379
2014-05-23T00:00:00Z,STAR,-30.357,1e-4,0.0364,0,0.0351,100
2014-05-28T00:00:00Z,STAR,43.873,4e-4,0.0374,0.0021,0.1171,94.995
2014-05-30T00:00:00Z,STAR,-54.978,1e-4,0,0,0,0
2014-05-31T00:00:00Z,STAR,-55.172,1e-4,0.0105,0.0105,0,50
2014-06-01T00:00:00Z,STAR,-54.701,0.0012,0.0121,0.0303,-0.0093,28.6036
2014-05-02T00:00:00Z,CASH,64.904,0.002,0.0058,0.0174,-0.1949,23.684
2014-05-03T00:00:00Z,CASH,-37.882,6e-4,0.0086,0.0061,-0.0031,47.0481
2014-05-04T00:00:00Z,CASH,-94.824,5e-4,0.0034,0.0221,-0.0092,13.3333
2014-05-06T00:00:00Z,CASH,49.417,0.002,0.0073,0.0118,-0.0589,34.1864
2014-05-07T00:00:00Z,CASH,50.19,0.0013,0.0069,0.0151,-0.0897,33.3831
2014-05-08T00:00:00Z,CASH,42.771,0.0011,0.0045,0.0129,-0.1023,25.2317
2014-05-09T00:00:00Z,CASH,46.93,0.0012,0.0055,0.0186,-0.1525,24.1288
2014-05-10T00:00:00Z,CASH,18.788,0.0012,0.003,0.0108,-0.0605,23.1587
2014-05-13T00:00:00Z,CASH,14.836,0.001,0.0041,0.0129,-0.0756,24.3471
2014-05-14T00:00:00Z,CASH,6.818,8e-4,0.0071,0.016,-0.0582,31.116
