date,ranking
2019-02-17,"['PCG', 'MO', 'CAR', 'FB', 'LEA', 'MS', 'EBAY', 'AIG', 'AAPL', 'CI', 'NOW', 'KO', 'EA', 'PFE', 'CVS', 'ET', 'JPM', 'AAL', 'DFS', 'UAL', 'MCD', 'RF', 'LUV', 'MGM', 'ICE', 'V', 'AMZN', 'BAC', 'NTRS', 'AMD', 'CSCO', 'XOM', 'PM', 'WY', 'T', 'WFC', 'C', 'GE', 'BMY', 'IP', 'WMT', 'TSLA', 'DE', 'VZ', 'USB', 'CME', 'CE', 'IBM', 'UPS', 'NKE', 'OKE', 'MAR', 'DUK', 'BLK', 'NDAQ', 'CNC', 'MSFT', 'GD', 'LNG', 'NFLX', 'CRM', 'HD', 'GIS', 'CMS', 'AXP', 'MA', 'MSCI', 'SBUX', 'CVX', 'GS', 'BSX', 'GOOG', 'ABC', 'PG', 'FDX', 'FE', 'DIS', 'GM', 'JNJ', 'IT', 'COO', 'ORCL', 'F']"
2019-02-24,"['PCG', 'CAR', 'EA', 'CVS', 'NOW', 'MO', 'DD', 'LUV', 'GE', 'KR', 'FB', 'GS', 'TSLA', 'MSFT', 'MAR', 'CAT', 'PM', 'WMT', 'PSA', 'AMZN', 'MS', 'DE', 'DAL', 'AAPL', 'MCD', 'MGM', 'CME', 'INTC', 'XOM', 'AAL', 'WFC', 'LLY', 'ABC', 'BMY', 'MA', 'F', 'NTRS', 'IT', 'GOOG', 'MSCI', 'ET', 'T', 'NKE', 'RF', 'CNC', 'KO', 'JPM', 'C', 'ORCL', 'ICE', 'LEA', 'GIS', 'GM', 'PG', 'UAL', 'UNH', 'IP', 'PNC', 'HD', 'CMS', 'USB', 'CMCSA', 'OKE', 'CRM', 'BSX', 'NFLX', 'ABT', 'CSCO', 'FDX', 'IBM', 'DIS', 'COO', 'FE']"
2019-03-03,"['PCG', 'CAR', 'CI', 'ET', 'CE', 'CAT', 'CVS', 'MAR', 'PG', 'LEA', 'T', 'MSCI', 'POOL', 'PSA', 'PM', 'EA', 'HD', 'GE', 'TSLA', 'MGM', 'DD', 'JPM', 'CME', 'DAL', 'KKR', 'LNG', 'ABC', 'SO', 'ICE', 'LLY', 'FB', 'AMZN', 'GOOG', 'ABBV', 'OKE', 'COO', 'GS', 'NFLX', 'WFC', 'F', 'MS', 'KR', 'AAPL', 'XOM', 'INTC', 'EBAY', 'FE', 'IP', 'WMT', 'BSX', 'CSCO', 'C', 'IBM', 'RF', 'MSFT', 'DUK', 'GM', 'ADP', 'VZ', 'BMY', 'BLK', 'PFE', 'PNC', 'GIS', 'DIS', 'DE', 'CRM', 'CMCSA', 'NTRS', 'LUV', 'QCOM', 'NDAQ', 'CVX', 'MO', 'BAC', 'V', 'TGT', 'UPS', 'CMS', 'AXP', 'USB', 'MA', 'JNJ', 'IT']"
2019-03-10,"['CVS', 'CI', 'KR', 'EA', 'NDAQ', 'AAL', 'ABC', 'PCG', 'GE', 'POOL', 'AMD', 'LEA', 'INTC', 'PM', 'MSCI', 'UAL', 'CRM', 'FB', 'QCOM', 'DFS', 'RF', 'MGM', 'TSLA', 'NTRS', 'C', 'CE', 'ET', 'HD', 'BMY', 'ICE', 'CME', 'AMZN', 'MO', 'IT', 'XOM', 'JPM', 'ABT', 'MA', 'WMT', 'LLY', 'MAR', 'BSX', 'IBM', 'F', 'DE', 'BAC', 'MSFT', 'HON', 'CSCO', 'GIS', 'NFLX', 'GM', 'TGT', 'GOOG', 'MCD', 'T', 'CMCSA', 'IP', 'GS', 'COO', 'MS', 'AAPL', 'VZ', 'DAL', 'WFC', 'PSA', 'DIS', 'USB', 'LNG', 'CVX', 'PG', 'AXP', 'FE', 'CMS', 'ORCL']"
2019-03-17,"['CVS', 'PCG', 'EA', 'CI', 'KR', 'UNH', 'LUV', 'CNC', 'TSLA', 'ABC', 'ABBV', 'AMD', 'PSA', 'AAPL', 'BK', 'CRM', 'MAR', 'CMCSA', 'QCOM', 'NTRS', 'BSX', 'AMZN', 'LEA', 'KKR', 'OKE', 'PG', 'GE', 'EBAY', 'MCD', 'C', 'AIG', 'BX', 'MGM', 'V', 'CAT', 'GD', 'DE', 'NOW', 'ICE', 'ET', 'HD', 'FB', 'PFE', 'PM', 'BMY', 'JPM', 'WFC', 'NFLX', 'ADP', 'POOL', 'VZ', 'UAL', 'AAL', 'MS', 'BAC', 'GS', 'AXP', 'RF', 'LNG', 'BLK', 'CE', 'GM', 'CSCO', 'CME', 'GOOG', 'ABT', 'UPS', 'T', 'CBOE', 'XOM', 'MSFT', 'GIS', 'TSN', 'INTC', 'LLY', 'WMT', 'MA', 'MSCI', 'ORCL', 'IP', 'DIS', 'JNJ', 'DAL', 'COO', 'USB', 'NKE', 'MO', 'DD', 'TGT', 'IT', 'CMS', 'IBM', 'WY', 'FE', 'F', 'CVX']"
2019-03-24,"['KEY', 'RF', 'AMD', 'CI', 'COO', 'UNH', 'LEA', 'UAL', 'AAL', 'DAL', 'USB', 'CVS', 'KR', 'POOL', 'LNG', 'BMY', 'BSX', 'KKR', 'CAR', 'JPM', 'NTRS', 'GIS', 'OKE', 'NKE', 'TSLA', 'ET', 'BX', 'ABC', 'BLK', 'MS', 'GM', 'AIG', 'CAT', 'CME', 'ICE', 'WFC', 'QCOM', 'GE', 'DIS', 'FDX', 'CBOE', 'GS', 'MSCI', 'LUV', 'CSCO', 'GOOG', 'DE', 'CE', 'HD', 'CMCSA', 'C', 'DD', 'T', 'FB', 'PSA', 'MGM', 'IP', 'MAR', 'CRM', 'ABT', 'AAPL', 'MO', 'INTC', 'NFLX', 'GD', 'WMT', 'TGT', 'PFE', 'PG', 'V', 'FE', 'EA', 'XOM', 'PM', 'MCD', 'AMZN', 'CMS', 'ORCL', 'CVX', 'MSFT', 'JNJ', 'MA', 'VZ', 'IBM', 'SBUX', 'KO', 'IT']"
2019-03-31,"['AMD', 'CVS', 'KR', 'RF', 'CNC', 'KEY', 'GE', 'ICE', 'ABC', 'LEA', 'NDAQ', 'PCG', 'AAPL', 'CAR', 'LUV', 'CBOE', 'CRM', 'CME', 'CAT', 'BLK', 'AMZN', 'TSLA', 'BMY', 'FDX', 'BSX', 'ET', 'NKE', 'BAC', 'DE', 'POOL', 'GM', 'PSA', 'NFLX', 'MSCI', 'MSFT', 'GOOG', 'UNH', 'WFC', 'NTRS', 'GS', 'C', 'FB', 'USB', 'IBM', 'DIS', 'MS', 'GIS', 'DD', 'PG', 'VZ', 'MCD', 'MAR', 'T', 'IT', 'TGT', 'MO', 'LNG', 'IP', 'DAL', 'ABT', 'MA', 'PNC', 'OKE', 'LLY', 'WMT', 'GD', 'HD', 'INTC', 'JPM', 'CMS', 'CSCO', 'WY', 'CMCSA', 'COO', 'FE', 'JNJ']"
2019-04-07,"['AMD', 'LEA', 'DAL', 'RF', 'MS', 'TSLA', 'AMZN', 'COO', 'FB', 'AAPL', 'NTRS', 'AIG', 'PCG', 'CE', 'ADP', 'BAC', 'USB', 'MAR', 'GM', 'LLY', 'BMY', 'JPM', 'NOW', 'ABC', 'PG', 'MSCI', 'GOOG', 'QCOM', 'MSFT', 'C', 'LUV', 'CME', 'CMCSA', 'NKE', 'HD', 'CVS', 'OKE', 'CRM', 'BX', 'LNG', 'MO', 'ICE', 'NFLX', 'ET', 'CVX', 'FE', 'DE', 'EA', 'DIS', 'PSA', 'GS', 'DD', 'ABT', 'WFC', 'CMS', 'MA', 'CI', 'WMT', 'INTC', 'VZ', 'POOL', 'EBAY', 'T', 'NDAQ', 'UPS', 'SO', 'WY', 'XOM', 'IT', 'GE', 'CAR', 'IP', 'F', 'IBM']"
2019-04-14,"['RF', 'AMD', 'PCG', 'DIS', 'LEA', 'BAC', 'PNC', 'UNH', 'FOX', 'DAL', 'GE', 'NTRS', 'NKE', 'TSLA', 'USB', 'BSX', 'JPM', 'CNC', 'MS', 'GS', 'C', 'POOL', 'CAR', 'AAL', 'PG', 'ABC', 'LUV', 'CAT', 'BLK', 'BMY', 'ORCL', 'UAL', 'DFS', 'MSCI', 'GM', 'MSFT', 'EBAY', 'ICE', 'CE', 'GIS', 'WFC', 'CVX', 'LNG', 'ET', 'V', 'CVS', 'MO', 'IP', 'UPS', 'NFLX', 'AIG', 'AMZN', 'F', 'AAPL', 'CI', 'JNJ', 'FB', 'GOOG', 'BK', 'ADP', 'PFE', 'DE', 'NDAQ', 'CSCO', 'INTC', 'CME', 'MGM', 'NOW', 'PM', 'CRM', 'HD', 'EA', 'DD', 'MAR', 'ABT', 'VZ', 'PSA', 'CMS', 'XOM', 'SBUX', 'QCOM', 'TGT', 'CMCSA', 'WMT', 'FE', 'MCD', 'IBM', 'IT', 'DUK', 'T', 'MA', 'KO', 'COO']"
2019-04-21,"['PCG', 'QCOM', 'CNC', 'CI', 'DIS', 'DAL', 'IP', 'RF', 'LLY', 'BK', 'PG', 'AAL', 'AMD', 'LEA', 'GE', 'ET', 'CVS', 'ABT', 'UNH', 'MS', 'PNC', 'GS', 'FOX', 'TSLA', 'GOOG', 'ABC', 'BAC', 'BX', 'AAPL', 'COO', 'LNG', 'FE', 'FB', 'ABBV', 'ICE', 'CRM', 'CSCO', 'IT', 'NFLX', 'IBM', 'DE', 'NTRS', 'LUV', 'PSA', 'MGM', 'MO', 'WFC', 'INTC', 'AIG', 'JPM', 'VZ', 'BMY', 'PM', 'WMT', 'GM', 'CE', 'AMZN', 'UPS', 'NDAQ', 'EBAY', 'C', 'NKE', 'KKR', 'CVX', 'HON', 'JNJ', 'SO', 'T', 'BLK', 'DUK', 'ADP', 'SBUX', 'CMCSA', 'CME', 'XOM', 'USB', 'MCD', 'MSFT', 'MA', 'AXP', 'KO', 'GIS', 'GD']"
2019-04-28,"['QCOM', 'LEA', 'TSLA', 'CNC', 'F', 'NOW', 'AMD', 'PCG', 'INTC', 'CI', 'UPS', 'DAL', 'DIS', 'LLY', 'TGT', 'UNH', 'UAL', 'DFS', 'ABC', 'EBAY', 'PFE', 'NTRS', 'KR', 'ET', 'AAPL', 'MGM', 'OKE', 'FB', 'CE', 'CRM', 'CVX', 'MO', 'JPM', 'T', 'AAL', 'AMZN', 'MAR', 'MSCI', 'PNC', 'EA', 'PM', 'CAT', 'ABBV', 'MS', 'BSX', 'RF', 'GE', 'LNG', 'WMT', 'GM', 'MSFT', 'C', 'AXP', 'FE', 'GS', 'GOOG', 'DE', 'XOM', 'JNJ', 'PG', 'AIG', 'NFLX', 'VZ', 'CVS', 'GIS', 'BMY', 'WFC', 'BAC', 'DUK', 'SBUX', 'IP', 'TSN', 'POOL', 'HD', 'CME', 'LUV', 'V', 'CMS', 'GD', 'CMCSA', 'ICE', 'MCD', 'CAR', 'FOX', 'ADP', 'MA', 'PSA', 'WY', 'COO', 'KO', 'IBM', 'IT']"
2019-05-05,"['QCOM', 'GE', 'PCG', 'UNH', 'TSLA', 'DIS', 'DD', 'MGM', 'GOOG', 'OKE', 'ABC', 'CI', 'F', 'BX', 'UPS', 'LEA', 'ET', 'PFE', 'MSCI', 'XOM', 'LLY', 'KR', 'NFLX', 'CVX', 'WFC', 'MO', 'BMY', 'MS', 'CVS', 'INTC', 'BSX', 'AAPL', 'AMD', 'NKE', 'MSFT', 'FOX', 'BAC', 'T', 'GM', 'CME', 'LNG', 'RF', 'FB', 'ADP', 'CRM', 'UAL', 'AMZN', 'GS', 'KKR', 'ICE', 'NTRS', 'CSCO', 'JPM', 'SBUX', 'CMCSA', 'PG', 'CBOE', 'DAL', 'MA', 'DUK', 'HD', 'HON', 'C', 'VZ', 'DFS', 'TSN', 'PSA', 'PM', 'MAR', 'POOL', 'KO', 'CE', 'DE', 'USB', 'FE', 'CAT', 'ABT', 'CMS', 'MCD', 'BK', 'IP', 'GIS', 'WMT', 'IBM', 'IT', 'COO']"
2019-05-12,"['QCOM', 'PCG', 'BK', 'INTC', 'CNC', 'BSX', 'DD', 'IP', 'CAR', 'FB', 'GE', 'ABC', 'ABT', 'PFE', 'CI', 'EA', 'AAPL', 'UPS', 'DE', 'TSLA', 'NFLX', 'NTRS', 'LEA', 'ET', 'NOW', 'CAT', 'CE', 'LNG', 'AIG', 'AMZN', 'CVS', 'MAR', 'F', 'CME', 'IT', 'RF', 'NKE', 'IBM', 'COO', 'UAL', 'TSN', 'JNJ', 'CRM', 'PSA', 'MGM', 'HD', 'MO', 'WFC', 'ICE', 'BX', 'PNC', 'GM', 'MS', 'CSCO', 'JPM', 'GOOG', 'MSFT', 'T', 'USB', 'CMS', 'BAC', 'HON', 'GS', 'MSCI', 'FOX', 'AMD', 'XOM', 'DUK', 'POOL', 'UNH', 'C', 'WMT', 'DAL', 'GD', 'NDAQ', 'DIS', 'PM', 'CVX', 'KKR', 'VZ', 'MA', 'SBUX', 'MCD', 'CMCSA', 'ADP', 'KO', 'V', 'PG', 'ORCL']"
2019-05-19,"['TSLA', 'INTC', 'DE', 'LEA', 'TGT', 'UPS', 'F', 'AAL', 'QCOM', 'AAPL', 'CNC', 'ET', 'NTRS', 'MGM', 'CI', 'CRM', 'WFC', 'CVS', 'MSFT', 'GM', 'RF', 'AMZN', 'CE', 'BX', 'UAL', 'C', 'ABT', 'MS', 'FB', 'BAC', 'DIS', 'DAL', 'NFLX', 'ICE', 'PSA', 'GS', 'CSCO', 'GE', 'UNH', 'XOM', 'VZ', 'LNG', 'JPM', 'NKE', 'COO', 'GOOG', 'MAR', 'BSX', 'KO', 'CVX', 'WMT', 'OKE', 'AXP', 'T', 'AMD', 'IP', 'NDAQ', 'EA', 'MO', 'HD', 'DUK', 'FOX', 'MCD', 'TSN', 'KKR', 'ABC', 'MSCI', 'CMCSA', 'FE', 'PG', 'PM', 'USB', 'LUV', 'JNJ', 'CME', 'V', 'POOL', 'IT', 'SBUX', 'IBM', 'GIS', 'BMY', 'CBOE', 'CMS', 'MA', 'ADP']"
2019-05-26,"['QCOM', 'PCG', 'TSLA', 'DD', 'TGT', 'CAR', 'DE', 'GE', 'GOOG', 'MGM', 'EA', 'CI', 'LNG', 'NKE', 'MAR', 'XOM', 'UPS', 'IP', 'GM', 'CSCO', 'ET', 'AAPL', 'CE', 'CVS', 'NTRS', 'BMY', 'ABC', 'POOL', 'TSN', 'AMD', 'RF', 'UAL', 'DIS', 'PG', 'DAL', 'MS', 'BLK', 'GS', 'CRM', 'BAC', 'FB', 'BX', 'AMZN', 'CME', 'MSFT', 'NDAQ', 'AIG', 'LUV', 'KKR', 'HD', 'MSCI', 'ICE', 'JPM', 'PSA', 'MO', 'F', 'CNC', 'BSX', 'NFLX', 'USB', 'FOX', 'CVX', 'MCD', 'DUK', 'IBM', 'VZ', 'ABBV', 'CBOE', 'MA', 'WMT', 'ABT', 'COO', 'FE', 'T', 'WFC', 'KO', 'GIS', 'CMS', 'IT']"
2019-06-02,"['TSLA', 'QCOM', 'AAPL', 'INTC', 'FDX', 'ET', 'BK', 'DE', 'BAC', 'MS', 'FB', 'BLK', 'PM', 'NFLX', 'GS', 'TGT', 'MAR', 'VZ', 'CSCO', 'GM', 'LNG', 'KKR', 'TSN', 'JPM', 'GIS', 'C', 'GE', 'RF', 'AMZN', 'FOX', 'GOOG', 'PG', 'IP', 'XOM', 'T', 'BMY', 'DFS', 'ABC', 'IBM', 'IT', 'MO', 'JNJ', 'CVX', 'USB', 'MSCI', 'CRM', 'NOW', 'AMD', 'BSX', 'CME', 'EBAY', 'MSFT', 'WFC', 'CNC', 'ABT', 'HD', 'PSA', 'ICE', 'F', 'DIS', 'NDAQ', 'EA', 'KO', 'WMT', 'MA', 'COO']"
2019-06-09,"['TSLA', 'PCG', 'DE', 'LEA', 'AMD', 'AAPL', 'QCOM', 'GM', 'MS', 'DD', 'TSN', 'TGT', 'CSCO', 'GD', 'BAC', 'BX', 'NTRS', 'CE', 'UAL', 'CRM', 'GOOG', 'FOX', 'CVS', 'ET', 'IP', 'CNC', 'DFS', 'NFLX', 'BLK', 'MAR', 'FB', 'NDAQ', 'CI', 'GE', 'VZ', 'LNG', 'NOW', 'MSCI', 'T', 'MO', 'PM', 'AMZN', 'INTC', 'AXP', 'C', 'GIS', 'JPM', 'UPS', 'DIS', 'XOM', 'GS', 'MSFT', 'ORCL', 'WFC', 'EA', 'CME', 'ABT', 'POOL', 'RF', 'ADP', 'HD', 'ABC', 'KO', 'IBM', 'USB', 'MA', 'FDX', 'F', 'WMT', 'ICE', 'BMY', 'PFE', 'BSX', 'CMCSA', 'CBOE', 'AIG', 'PSA', 'IT', 'COO', 'FE', 'CMS']"
2019-06-16,"['QCOM', 'AMD', 'TSLA', 'PCG', 'TGT', 'AAPL', 'EA', 'LNG', 'IP', 'LEA', 'CRM', 'OKE', 'GE', 'ET', 'MS', 'BSX', 'MSCI', 'FOX', 'NFLX', 'CI', 'GM', 'MAR', 'CSCO', 'CBOE', 'ABC', 'GOOG', 'CME', 'MGM', 'AMZN', 'MA', 'FB', 'KKR', 'NDAQ', 'RF', 'LLY', 'NTRS', 'UAL', 'SBUX', 'TSN', 'UPS', 'MSFT', 'INTC', 'DD', 'XOM', 'CE', 'BAC', 'CNC', 'COO', 'CVS', 'V', 'DE', 'CMS', 'ICE', 'ORCL', 'GD', 'MCD', 'MO', 'DIS', 'SO', 'HD', 'IBM', 'CMCSA', 'WFC', 'C', 'GS', 'PSA', 'VZ', 'WMT', 'BLK', 'BMY', 'PNC', 'PG', 'T', 'JPM', 'DUK', 'JNJ', 'POOL', 'USB', 'ABT', 'IT', 'DFS', 'AXP', 'FE']"
2019-06-23,"['PCG', 'VZ', 'AAL', 'TSN', 'LUV', 'BX', 'ET', 'PM', 'MS', 'KR', 'BAC', 'UAL', 'GIS', 'NFLX', 'KKR', 'TSLA', 'PG', 'ABC', 'NKE', 'WMT', 'GM', 'CE', 'DAL', 'XOM', 'AAPL', 'AMD', 'NTRS', 'CAT', 'T', 'MO', 'FE', 'DD', 'UPS', 'GS', 'MGM', 'TGT', 'CVX', 'FOX', 'C', 'DE', 'ORCL', 'BMY', 'WFC', 'KEY', 'AMZN', 'FB', 'CRM', 'JPM', 'CNC', 'GOOG', 'MSFT', 'FDX', 'USB', 'UNH', 'IBM', 'LNG', 'DIS', 'PSA', 'KO', 'GE', 'HD', 'IP', 'CMS', 'RF', 'CME', 'INTC', 'MSCI', 'GD', 'CVS', 'HON', 'EBAY', 'IT', 'ICE', 'PFE', 'COO', 'ABT', 'MAR', 'BSX', 'MA']"
