date,ranking
2019-03-10,"['PCG', 'CVS', 'KR', 'CI', 'ABC', 'EA', 'AAL', 'NDAQ', 'TSLA', 'MGM', 'ICE', 'UAL', 'INTC', 'ET', 'AMD', 'CSCO', 'CE', 'CME', 'LEA', 'GE', 'MAR', 'CRM', 'LLY', 'QCOM', 'HD', 'WMT', 'GIS', 'MO', 'DE', 'F', 'NTRS', 'DFS', 'C', 'POOL', 'JPM', 'MCD', 'HON', 'MSCI', 'RF', 'GS', 'ORCL', 'ABT', 'IP', 'BMY', 'CVX', 'T', 'PM', 'MSFT', 'NFLX', 'BSX', 'COO', 'AXP', 'IBM', 'MS', 'WFC', 'GM', 'MA', 'BAC', 'AMZN', 'IT', 'CMCSA', 'DAL', 'FE', 'PSA', 'XOM', 'GOOG', 'USB', 'FB', 'AAPL', 'PG', 'VZ', 'TGT', 'LNG', 'CMS', 'DIS']"
2019-03-17,"['CVS', 'PCG', 'CI', 'KR', 'LUV', 'EA', 'UNH', 'TSLA', 'AAL', 'CNC', 'MGM', 'ABC', 'MO', 'LEA', 'PSA', 'HD', 'UAL', 'MAR', 'AMD', 'GE', 'KKR', 'BK', 'CE', 'GD', 'POOL', 'NTRS', 'OKE', 'BMY', 'AAPL', 'CME', 'ET', 'BLK', 'AXP', 'BSX', 'IP', 'ABBV', 'RF', 'QCOM', 'C', 'DE', 'USB', 'CMCSA', 'MA', 'AMZN', 'CRM', 'CMS', 'CAT', 'GM', 'WY', 'TSN', 'JPM', 'F', 'GIS', 'NOW', 'PM', 'AIG', 'ADP', 'TGT', 'WMT', 'GS', 'WFC', 'INTC', 'IT', 'NFLX', 'ICE', 'MS', 'MSFT', 'PFE', 'LLY', 'UPS', 'PG', 'BAC', 'CVX', 'DAL', 'DD', 'EBAY', 'JNJ', 'MCD', 'NKE', 'XOM', 'CSCO', 'DIS', 'VZ', 'CBOE', 'BX', 'FB', 'IBM', 'COO', 'GOOG', 'FE', 'V', 'LNG', 'MSCI', 'ORCL', 'T', 'ABT']"
2019-03-24,"['RF', 'CI', 'KEY', 'LEA', 'KR', 'AMD', 'CVS', 'UNH', 'UAL', 'GM', 'AAL', 'BSX', 'CME', 'DAL', 'ABC', 'DE', 'MGM', 'GIS', 'C', 'CAR', 'DIS', 'ET', 'NKE', 'KKR', 'FDX', 'TSLA', 'CE', 'IP', 'LNG', 'NTRS', 'HD', 'JPM', 'USB', 'BLK', 'POOL', 'QCOM', 'ICE', 'BX', 'LUV', 'BMY', 'AAPL', 'MO', 'CRM', 'GE', 'OKE', 'GD', 'GS', 'TGT', 'MSCI', 'CAT', 'WFC', 'V', 'EA', 'PSA', 'PG', 'WMT', 'DD', 'PFE', 'CVX', 'CSCO', 'NFLX', 'JNJ', 'CBOE', 'AMZN', 'IT', 'T', 'MA', 'FB', 'MAR', 'AIG', 'COO', 'MS', 'ABT', 'INTC', 'KO', 'MCD', 'XOM', 'VZ', 'ORCL', 'CMS', 'IBM', 'PM', 'FE', 'GOOG', 'CMCSA', 'MSFT', 'SBUX']"
2019-03-31,"['AMD', 'KR', 'CNC', 'RF', 'NDAQ', 'CVS', 'LEA', 'KEY', 'CAR', 'CME', 'BMY', 'CRM', 'PCG', 'ABC', 'ICE', 'LUV', 'AMZN', 'TSLA', 'BLK', 'FDX', 'BSX', 'CAT', 'NKE', 'ET', 'GM', 'BAC', 'AAPL', 'C', 'UNH', 'MSFT', 'DE', 'JPM', 'GE', 'WFC', 'TGT', 'VZ', 'GOOG', 'USB', 'GIS', 'IT', 'NFLX', 'CBOE', 'FB', 'MO', 'IP', 'GS', 'HD', 'DIS', 'LLY', 'IBM', 'NTRS', 'PSA', 'MS', 'WY', 'MAR', 'INTC', 'OKE', 'GD', 'FE', 'PNC', 'MCD', 'T', 'CSCO', 'DAL', 'MSCI', 'WMT', 'ABT', 'PG', 'POOL', 'MA', 'JNJ', 'DD', 'CMCSA', 'LNG', 'CMS', 'COO']"
2019-04-07,"['AMD', 'LEA', 'RF', 'BMY', 'PCG', 'CE', 'BX', 'DAL', 'AAPL', 'ADP', 'NOW', 'TSLA', 'LNG', 'ABC', 'CRM', 'MO', 'GM', 'NTRS', 'BAC', 'MS', 'AIG', 'FB', 'CMCSA', 'USB', 'CVS', 'MSFT', 'F', 'AMZN', 'HD', 'C', 'IT', 'GE', 'EA', 'LLY', 'ABT', 'PG', 'NFLX', 'COO', 'WY', 'ICE', 'CAR', 'MA', 'MAR', 'GOOG', 'UPS', 'QCOM', 'CVX', 'WFC', 'FE', 'SO', 'POOL', 'CMS', 'T', 'NDAQ', 'INTC', 'DE', 'VZ', 'LUV', 'NKE', 'XOM', 'JPM', 'PSA', 'WMT', 'IBM', 'CME', 'ET', 'DIS', 'CI', 'EBAY', 'OKE', 'IP', 'GS', 'MSCI', 'DD']"
2019-04-14,"['RF', 'AMD', 'LEA', 'PCG', 'GE', 'UNH', 'FOX', 'PNC', 'DIS', 'DAL', 'NTRS', 'BSX', 'CNC', 'WFC', 'USB', 'BMY', 'F', 'ABC', 'BK', 'C', 'GIS', 'BAC', 'GM', 'CVX', 'POOL', 'CAR', 'HD', 'DFS', 'GS', 'CAT', 'JPM', 'AAL', 'ET', 'CVS', 'NKE', 'JNJ', 'TSLA', 'UAL', 'BLK', 'DE', 'MAR', 'EA', 'MGM', 'AIG', 'PG', 'UPS', 'CI', 'CE', 'VZ', 'PM', 'NFLX', 'NOW', 'MS', 'NDAQ', 'IP', 'CMCSA', 'PFE', 'ABT', 'SBUX', 'CRM', 'INTC', 'LUV', 'TGT', 'DUK', 'LNG', 'ICE', 'MO', 'EBAY', 'AMZN', 'FB', 'ADP', 'CMS', 'CSCO', 'XOM', 'ORCL', 'QCOM', 'T', 'KO', 'MSFT', 'V', 'IT', 'AAPL', 'GOOG', 'MCD', 'IBM', 'FE', 'WMT', 'MSCI', 'CME', 'DD', 'COO', 'PSA', 'MA']"
2019-04-21,"['QCOM', 'PCG', 'CNC', 'DIS', 'LEA', 'DAL', 'RF', 'CI', 'UNH', 'LLY', 'BK', 'AAL', 'ABC', 'AMD', 'CVS', 'ABT', 'PM', 'ET', 'PNC', 'MO', 'IP', 'MS', 'JPM', 'VZ', 'IT', 'CRM', 'FB', 'LUV', 'BMY', 'FE', 'GM', 'CVX', 'NTRS', 'LNG', 'GE', 'AIG', 'BAC', 'TSLA', 'ADP', 'NDAQ', 'CSCO', 'COO', 'SBUX', 'FOX', 'PSA', 'WMT', 'DUK', 'PG', 'GD', 'KKR', 'BLK', 'NKE', 'ICE', 'GS', 'UPS', 'XOM', 'INTC', 'MGM', 'CE', 'WFC', 'ABBV', 'AMZN', 'CMCSA', 'EBAY', 'GOOG', 'KO', 'IBM', 'GIS', 'SO', 'MSFT', 'T', 'C', 'USB', 'AAPL', 'NFLX', 'MA', 'BX', 'DE', 'MCD', 'HON', 'JNJ', 'CME', 'AXP']"
2019-04-28,"['QCOM', 'TSLA', 'LEA', 'DAL', 'AMD', 'PCG', 'UPS', 'JPM', 'F', 'NOW', 'MO', 'DIS', 'UNH', 'INTC', 'LLY', 'UAL', 'AAL', 'CNC', 'C', 'CVX', 'MS', 'TGT', 'HD', 'PFE', 'MGM', 'PM', 'PNC', 'MAR', 'GS', 'KR', 'BAC', 'ET', 'ABC', 'EBAY', 'VZ', 'CI', 'BSX', 'GM', 'CE', 'CAT', 'RF', 'CRM', 'POOL', 'DE', 'ABBV', 'LNG', 'T', 'BMY', 'AIG', 'EA', 'JNJ', 'AAPL', 'FB', 'DFS', 'OKE', 'FOX', 'COO', 'DUK', 'MSCI', 'NTRS', 'PG', 'GE', 'GIS', 'CMS', 'XOM', 'CAR', 'CVS', 'LUV', 'WFC', 'IBM', 'PSA', 'CME', 'CMCSA', 'TSN', 'MCD', 'IP', 'GOOG', 'WMT', 'AXP', 'FE', 'ADP', 'WY', 'MA', 'IT', 'ICE', 'V', 'KO', 'GD', 'NFLX', 'AMZN', 'MSFT', 'SBUX']"
2019-05-05,"['QCOM', 'PCG', 'DIS', 'BX', 'TSLA', 'GE', 'UNH', 'F', 'DD', 'CI', 'OKE', 'MGM', 'LLY', 'CVX', 'UPS', 'KR', 'JPM', 'ABC', 'BMY', 'PFE', 'ET', 'NFLX', 'CMCSA', 'XOM', 'LNG', 'MSCI', 'GOOG', 'HD', 'AMD', 'INTC', 'MSFT', 'MO', 'VZ', 'HON', 'ADP', 'LEA', 'GIS', 'CBOE', 'C', 'CRM', 'USB', 'CSCO', 'DFS', 'BAC', 'MS', 'DE', 'BSX', 'RF', 'BK', 'WFC', 'DUK', 'WMT', 'IP', 'CAT', 'IBM', 'T', 'GM', 'PG', 'GS', 'CME', 'CE', 'KO', 'FOX', 'FB', 'SBUX', 'DAL', 'ICE', 'AAPL', 'ABT', 'NKE', 'UAL', 'TSN', 'PM', 'CVS', 'AMZN', 'FE', 'IT', 'COO', 'CMS', 'KKR', 'MCD', 'PSA', 'MAR', 'POOL', 'MA', 'NTRS']"
2019-05-12,"['QCOM', 'PCG', 'INTC', 'DD', 'GE', 'CNC', 'EA', 'BK', 'UPS', 'CAR', 'F', 'BX', 'ABT', 'IP', 'MO', 'DE', 'BSX', 'NOW', 'ABC', 'LEA', 'CI', 'MGM', 'NFLX', 'ET', 'CAT', 'FB', 'RF', 'PM', 'TSLA', 'CSCO', 'COO', 'DUK', 'IBM', 'MAR', 'GS', 'CRM', 'NTRS', 'GM', 'PFE', 'CE', 'GOOG', 'T', 'CVS', 'VZ', 'GD', 'C', 'BAC', 'AIG', 'LNG', 'XOM', 'ADP', 'HD', 'IT', 'AAPL', 'UNH', 'HON', 'UAL', 'USB', 'CMCSA', 'AMZN', 'FOX', 'MS', 'ICE', 'V', 'NKE', 'PSA', 'CMS', 'MSFT', 'KKR', 'POOL', 'JPM', 'KO', 'NDAQ', 'MSCI', 'DAL', 'ORCL', 'PG', 'JNJ', 'WFC', 'PNC', 'WMT', 'SBUX', 'AMD', 'MA', 'CME', 'TSN', 'MCD', 'DIS', 'CVX']"
2019-05-19,"['TSLA', 'DE', 'INTC', 'TGT', 'LEA', 'UPS', 'F', 'CNC', 'GM', 'QCOM', 'CRM', 'CI', 'AAPL', 'AAL', 'RF', 'XOM', 'ET', 'ABT', 'HD', 'NTRS', 'CE', 'C', 'T', 'MS', 'UNH', 'DIS', 'GS', 'AMZN', 'MO', 'UAL', 'FB', 'GOOG', 'DAL', 'GE', 'VZ', 'MSFT', 'NKE', 'BAC', 'MGM', 'BX', 'BSX', 'JPM', 'IP', 'ICE', 'AMD', 'WFC', 'CVS', 'NFLX', 'MSCI', 'KKR', 'DUK', 'JNJ', 'CVX', 'TSN', 'FOX', 'WMT', 'USB', 'IBM', 'MAR', 'CSCO', 'AXP', 'PSA', 'ADP', 'EA', 'POOL', 'IT', 'SBUX', 'KO', 'NDAQ', 'BMY', 'LNG', 'LUV', 'PG', 'V', 'MA', 'MCD', 'ABC', 'PM', 'CMS', 'OKE', 'CMCSA', 'COO', 'FE', 'GIS', 'CME', 'CBOE']"
2019-05-26,"['QCOM', 'PCG', 'TSLA', 'DD', 'DE', 'CAR', 'TGT', 'GE', 'AAPL', 'GM', 'GOOG', 'CE', 'MGM', 'CRM', 'RF', 'TSN', 'UPS', 'MS', 'AIG', 'HD', 'IP', 'CI', 'ET', 'XOM', 'UAL', 'MAR', 'NTRS', 'AMZN', 'BLK', 'NKE', 'POOL', 'F', 'EA', 'AMD', 'BMY', 'ABC', 'MSCI', 'DIS', 'LNG', 'BX', 'CVS', 'FB', 'JPM', 'USB', 'ABT', 'CNC', 'GS', 'NFLX', 'CSCO', 'PSA', 'CME', 'FOX', 'BAC', 'CBOE', 'MSFT', 'KKR', 'IBM', 'WFC', 'DAL', 'DUK', 'PG', 'ICE', 'T', 'MO', 'MCD', 'LUV', 'GIS', 'IT', 'CVX', 'NDAQ', 'VZ', 'WMT', 'KO', 'ABBV', 'BSX', 'CMS', 'COO', 'FE', 'MA']"
2019-06-02,"['TSLA', 'FDX', 'QCOM', 'INTC', 'MS', 'GM', 'BK', 'DE', 'AAPL', 'BAC', 'ET', 'KKR', 'BLK', 'C', 'MAR', 'RF', 'IP', 'NFLX', 'MO', 'GS', 'PM', 'DFS', 'TGT', 'F', 'WFC', 'GE', 'JPM', 'AMZN', 'CRM', 'FB', 'USB', 'CSCO', 'IBM', 'GOOG', 'JNJ', 'FOX', 'VZ', 'LNG', 'T', 'XOM', 'TSN', 'AMD', 'MSCI', 'BMY', 'CVX', 'ABC', 'EBAY', 'ABT', 'BSX', 'CNC', 'IT', 'KO', 'EA', 'MSFT', 'HD', 'GIS', 'WMT', 'CME', 'PG', 'NDAQ', 'DIS', 'MA', 'ICE', 'NOW', 'COO', 'PSA']"
2019-06-09,"['TSLA', 'PCG', 'DE', 'TGT', 'AAPL', 'QCOM', 'LEA', 'MS', 'AMD', 'GM', 'GOOG', 'FDX', 'FOX', 'BLK', 'NTRS', 'NDAQ', 'FB', 'DFS', 'IP', 'RF', 'UPS', 'BAC', 'MSCI', 'AMZN', 'GD', 'CE', 'ET', 'UAL', 'TSN', 'CRM', 'DD', 'GIS', 'C', 'CSCO', 'GE', 'BX', 'GS', 'CVS', 'ABT', 'LNG', 'AXP', 'CI', 'MO', 'USB', 'WFC', 'NFLX', 'HD', 'MAR', 'F', 'CNC', 'XOM', 'CMCSA', 'IBM', 'EA', 'INTC', 'JPM', 'ORCL', 'VZ', 'PSA', 'NOW', 'PM', 'MSFT', 'DIS', 'BSX', 'T', 'POOL', 'ADP', 'MA', 'COO', 'PFE', 'ICE', 'AIG', 'ABC', 'CBOE', 'CME', 'FE', 'KO', 'BMY', 'IT', 'WMT', 'CMS']"
2019-06-16,"['QCOM', 'PCG', 'TGT', 'AMD', 'TSLA', 'OKE', 'BSX', 'LNG', 'MGM', 'LEA', 'IP', 'EA', 'GE', 'ET', 'MS', 'CRM', 'GOOG', 'COO', 'NTRS', 'NDAQ', 'GD', 'SBUX', 'DE', 'LLY', 'CNC', 'RF', 'GS', 'MAR', 'KKR', 'DD', 'FB', 'FOX', 'GM', 'CMCSA', 'CSCO', 'ORCL', 'CI', 'UAL', 'CE', 'XOM', 'POOL', 'AAPL', 'MO', 'AMZN', 'UPS', 'ABC', 'DUK', 'DIS', 'CME', 'PSA', 'JPM', 'TSN', 'SO', 'NFLX', 'BMY', 'IBM', 'DFS', 'JNJ', 'PNC', 'T', 'WFC', 'MA', 'CVS', 'VZ', 'INTC', 'ICE', 'AXP', 'HD', 'V', 'MSCI', 'CBOE', 'BAC', 'ABT', 'PG', 'MSFT', 'WMT', 'BLK', 'USB', 'MCD', 'C', 'CMS', 'FE', 'IT']"
2019-06-23,"['PCG', 'AAL', 'TSLA', 'VZ', 'AMD', 'KR', 'BX', 'PM', 'MO', 'DD', 'TSN', 'UAL', 'MS', 'CNC', 'KKR', 'NFLX', 'GM', 'MGM', 'NKE', 'CE', 'KEY', 'CAT', 'LUV', 'DE', 'HD', 'DAL', 'GIS', 'ET', 'TGT', 'UPS', 'XOM', 'MSFT', 'C', 'FOX', 'NTRS', 'CVX', 'PG', 'BAC', 'COO', 'FDX', 'DIS', 'GD', 'FE', 'T', 'BMY', 'AAPL', 'CRM', 'USB', 'WMT', 'GOOG', 'EBAY', 'ABC', 'LNG', 'INTC', 'GS', 'ORCL', 'RF', 'IBM', 'JPM', 'FB', 'KO', 'HON', 'WFC', 'CME', 'BSX', 'UNH', 'CVS', 'IP', 'AMZN', 'ICE', 'MAR', 'IT', 'PSA', 'CMS', 'MSCI', 'GE', 'ABT', 'PFE', 'MA']"
