date,ranking
2018-12-09,"['PCG', 'TGT', 'CAR', 'COO', 'GS', 'KKR', 'MO', 'GE', 'AIG', 'AAPL', 'FDX', 'RF', 'AMZN', 'DAL', 'NFLX', 'NTRS', 'BAC', 'GIS', 'C', 'CAT', 'AMD', 'UAL', 'WMT', 'UPS', 'ET', 'CNC', 'ABBV', 'DD', 'MS', 'GM', 'JPM', 'LEA', 'PFE', 'INTC', 'POOL', 'IT', 'BLK', 'CVS', 'HD', 'FB', 'KR', 'CRM', 'ABT', 'WY', 'ABC', 'EA', 'NDAQ', 'OKE', 'WFC', 'ADP', 'ORCL', 'UNH', 'GOOG', 'DE', 'VZ', 'IBM', 'V', 'MSFT', 'LUV', 'DIS', 'MA', 'USB', 'CSCO', 'IP', 'AXP', 'PM', 'T', 'CMCSA', 'MSCI', 'CME', 'QCOM', 'DUK', 'FE', 'CVX', 'ICE', 'LNG', 'MAR', 'BMY', 'PG', 'SO', 'JNJ', 'TSLA', 'CMS']"
2018-12-16,"['FDX', 'AAPL', 'TSLA', 'RF', 'C', 'CRM', 'MA', 'GS', 'NOW', 'GE', 'AMZN', 'GIS', 'WFC', 'ABC', 'JNJ', 'FB', 'AAL', 'BAC', 'DD', 'NTRS', 'BSX', 'LEA', 'USB', 'MS', 'AMD', 'UPS', 'PCG', 'AIG', 'CAT', 'JPM', 'INTC', 'ABT', 'LNG', 'POOL', 'MO', 'MSFT', 'XOM', 'DAL', 'FE', 'ET', 'CBOE', 'OKE', 'GOOG', 'NKE', 'COO', 'VZ', 'PSA', 'EA', 'F', 'CME', 'BLK', 'DE', 'WMT', 'CSCO', 'UNH', 'MAR', 'ICE', 'IT', 'CNC', 'PG', 'DIS', 'T', 'IP', 'HD', 'BK', 'QCOM', 'MSCI', 'PFE', 'IBM', 'NDAQ', 'GM']"
2018-12-23,"['FDX', 'PM', 'CRM', 'WY', 'AMZN', 'C', 'ET', 'CNC', 'MGM', 'AMD', 'CI', 'CVS', 'AXP', 'NTRS', 'ABC', 'DAL', 'OKE', 'FB', 'MA', 'GD', 'NFLX', 'RF', 'CE', 'IT', 'CAR', 'POOL', 'UNH', 'USB', 'CSCO', 'CVX', 'IP', 'GIS', 'CAT', 'UPS', 'KKR', 'BAC', 'MSCI', 'F', 'XOM', 'COO', 'WFC', 'NDAQ', 'TGT', 'MSFT', 'ABT', 'LEA', 'HD', 'IBM', 'GM', 'MAR', 'MS', 'MO', 'AAPL', 'GOOG', 'UAL', 'DE', 'JNJ', 'INTC', 'JPM', 'BLK', 'CBOE', 'DIS', 'ORCL', 'VZ', 'CMCSA', 'PG', 'PFE', 'GS', 'LUV', 'BMY', 'WMT', 'FE', 'QCOM', 'GE', 'ICE', 'CMS', 'NKE', 'DUK', 'CME', 'PSA']"
2018-12-30,"['FDX', 'C', 'UPS', 'DAL', 'WFC', 'AMZN', 'KKR', 'GS', 'JPM', 'ET', 'IT', 'MS', 'AAPL', 'BSX', 'XOM', 'TGT', 'NFLX', 'GE', 'ABT', 'GOOG', 'ICE', 'T', 'ORCL', 'WMT', 'MA', 'MAR', 'IBM', 'VZ', 'DIS', 'FB', 'TSLA', 'CME']"
2019-01-06,"['JNJ', 'WFC', 'ABC', 'DAL', 'GE', 'C', 'XOM', 'ET', 'CVS', 'AXP', 'NFLX', 'GS', 'TSLA', 'MS', 'AMZN', 'UNH', 'KKR', 'JPM', 'AAPL', 'AMD', 'CMS', 'CSCO', 'BX', 'CVX', 'BAC', 'FB', 'MO', 'SO', 'UAL', 'PG', 'AAL', 'T', 'V', 'GIS', 'MAR', 'ICE', 'VZ', 'LNG', 'KO', 'GM', 'BLK', 'IBM', 'BSX', 'FE', 'MSFT', 'PCG', 'DIS', 'MA', 'MCD', 'INTC', 'NKE', 'PFE', 'MSCI', 'WMT', 'COO', 'HD', 'GOOG', 'CRM', 'CAT', 'CME']"
2019-01-13,"['PCG', 'MGM', 'AMD', 'AMZN', 'FB', 'NFLX', 'TSLA', 'AXP', 'CRM', 'ET', 'MA', 'GE', 'IP', 'CVS', 'OKE', 'GD', 'TGT', 'AAPL', 'C', 'UNH', 'MSCI', 'LEA', 'BSX', 'GOOG', 'NTRS', 'GS', 'HD', 'ABC', 'PG', 'F', 'DAL', 'GM', 'KKR', 'CBOE', 'INTC', 'DIS', 'MS', 'LUV', 'PNC', 'IT', 'WMT', 'LNG', 'NDAQ', 'MSFT', 'ORCL', 'BAC', 'IBM', 'ADP', 'T', 'SBUX', 'BK', 'USB', 'JPM', 'UAL', 'RF', 'ICE', 'MO', 'AAL', 'BMY', 'DE', 'FE', 'WFC', 'VZ', 'COO', 'MAR', 'ABT', 'CMS', 'CE', 'LLY', 'JNJ', 'BLK', 'CME', 'ABBV', 'NKE']"
2019-01-20,"['PCG', 'NFLX', 'GE', 'TSLA', 'MGM', 'LEA', 'AMD', 'AMZN', 'CRM', 'GS', 'FB', 'NOW', 'C', 'BAC', 'MSCI', 'RF', 'DFS', 'AIG', 'F', 'KKR', 'MS', 'EA', 'GM', 'EBAY', 'IP', 'TGT', 'ET', 'TSN', 'LNG', 'BSX', 'NTRS', 'GOOG', 'USB', 'HD', 'LUV', 'MA', 'CNC', 'ORCL', 'NKE', 'OKE', 'CAR', 'PG', 'DE', 'DD', 'SO', 'T', 'WY', 'AAL', 'WMT', 'PM', 'BK', 'INTC', 'QCOM', 'WFC', 'AAPL', 'PNC', 'ABC', 'FDX', 'LLY', 'BMY', 'IBM', 'MSFT', 'CMS', 'CME', 'CI', 'COO', 'BLK', 'DIS', 'VZ', 'CVX', 'JPM', 'POOL', 'UAL', 'DAL', 'ICE', 'MO', 'UNH', 'CMCSA', 'MAR', 'FE', 'NDAQ', 'CVS', 'IT']"
2019-01-27,"['PCG', 'NFLX', 'GS', 'GE', 'BAC', 'C', 'BMY', 'AMD', 'LEA', 'MO', 'OKE', 'AAPL', 'TSLA', 'LUV', 'AMZN', 'RF', 'IP', 'IBM', 'GM', 'CRM', 'CNC', 'GIS', 'ABT', 'T', 'FB', 'EBAY', 'ET', 'DAL', 'ORCL', 'F', 'MSCI', 'BSX', 'FDX', 'USB', 'INTC', 'BX', 'PNC', 'CAT', 'DD', 'BLK', 'CE', 'JPM', 'XOM', 'PSA', 'COO', 'MSFT', 'WFC', 'WMT', 'ABC', 'PM', 'MS', 'AAL', 'MA', 'POOL', 'GOOG', 'AXP', 'CME', 'ADP', 'NTRS', 'SO', 'UAL', 'HD', 'CMS', 'CMCSA', 'DIS', 'UPS', 'SBUX', 'ICE', 'MAR', 'V', 'PG', 'CVS', 'KO', 'VZ', 'IT']"
2019-02-03,"['PCG', 'LEA', 'GE', 'AMD', 'MO', 'TSLA', 'C', 'CBOE', 'GM', 'BAC', 'FB', 'NFLX', 'DD', 'CAR', 'PG', 'AAPL', 'EBAY', 'CNC', 'GS', 'MGM', 'QCOM', 'UAL', 'MSCI', 'ICE', 'ABC', 'TSN', 'CRM', 'PFE', 'EA', 'AAL', 'CAT', 'IBM', 'RF', 'MCD', 'MSFT', 'BSX', 'USB', 'UPS', 'WFC', 'UNH', 'LNG', 'IP', 'CME', 'VZ', 'COO', 'MA', 'ET', 'AIG', 'WMT', 'CVS', 'MS', 'AMZN', 'GOOG', 'LLY', 'NTRS', 'FDX', 'DE', 'PSA', 'SBUX', 'HD', 'ADP', 'JNJ', 'POOL', 'DFS', 'INTC', 'JPM', 'DIS', 'DAL', 'CMCSA', 'BMY', 'ABT', 'MAR', 'FE', 'T', 'CMS', 'KR', 'CVX', 'CI', 'DUK', 'CE', 'XOM', 'V', 'BLK', 'BX', 'IT']"
2019-02-10,"['TSLA', 'AMD', 'GS', 'C', 'BAC', 'GE', 'FB', 'BK', 'CI', 'AAL', 'VZ', 'AAPL', 'TSN', 'KKR', 'LEA', 'ADP', 'F', 'MSCI', 'ET', 'JPM', 'PG', 'PM', 'NTRS', 'UAL', 'WFC', 'T', 'USB', 'ABC', 'NKE', 'CSCO', 'MS', 'DUK', 'MSFT', 'NDAQ', 'IBM', 'PNC', 'CME', 'MA', 'CE', 'FDX', 'WMT', 'COO', 'DAL', 'RF', 'MGM', 'AMZN', 'DIS', 'GOOG', 'GM', 'IT', 'PSA', 'MAR', 'BMY', 'MO', 'CRM', 'CMS', 'PFE', 'EA', 'NFLX', 'LNG', 'OKE', 'IP', 'SO', 'CMCSA', 'HD', 'ICE', 'FE', 'CVX', 'KO', 'CVS', 'HON', 'INTC', 'LLY']"
