year,week,AB,ACC,ADS,AI,AR,BMI,CC,CMC,CNS,CWT,EPC,FL,FORM,GPS,LEG,M,MAC,MD,NOV,PCI,PNW,RMBS,SEB,SF,SIX,SM,TCO,TRN,VAC,VC,WIRE
2018,6,22.0,16.0,10.0,29.0,25.0,9.0,18.0,12.0,4.0,26.0,21.0,13.0,27.0,2.0,6.0,8.0,5.0,1.0,24.0,30.0,7.0,14.0,19.0,23.0,3.0,28.0,31.0,17.0,15.0,11.0,20.0
2018,7,3.0,18.0,25.0,29.0,2.0,11.0,12.0,1.0,14.0,15.0,8.0,9.0,19.0,22.0,26.0,5.0,28.0,13.0,6.0,30.0,20.0,27.0,23.0,16.0,10.0,7.0,31.0,4.0,24.0,17.0,21.0
2018,8,6.0,5.0,20.0,29.0,16.0,10.0,2.0,24.0,15.0,9.0,25.0,22.0,18.0,21.0,17.0,8.0,19.0,12.0,13.0,30.0,7.0,3.0,23.0,14.0,26.0,28.0,31.0,27.0,11.0,4.0,1.0
2018,9,17.0,16.0,20.0,29.0,2.0,19.0,18.0,5.0,14.0,27.0,7.0,28.0,3.0,4.0,26.0,1.0,10.0,24.0,8.0,30.0,22.0,9.0,12.0,11.0,23.0,25.0,31.0,13.0,6.0,21.0,15.0
2018,10,11.0,12.0,14.0,29.0,10.0,15.0,16.0,25.0,7.0,13.0,17.0,6.0,1.0,26.0,2.0,28.0,24.0,8.0,9.0,30.0,23.0,3.0,21.0,4.0,22.0,27.0,31.0,19.0,18.0,20.0,5.0
2018,11,19.0,11.0,26.0,29.0,17.0,12.0,10.0,21.0,16.0,14.0,28.0,1.0,23.0,25.0,8.0,6.0,4.0,9.0,18.0,30.0,3.0,7.0,5.0,24.0,22.0,15.0,31.0,20.0,27.0,13.0,2.0
2018,12,6.0,13.0,22.0,29.0,14.0,21.0,17.0,28.0,11.0,10.0,24.0,5.0,25.0,7.0,23.0,20.0,8.0,16.0,2.0,30.0,3.0,18.0,4.0,27.0,12.0,1.0,31.0,9.0,19.0,26.0,15.0
2018,13,11.0,2.0,26.0,29.0,15.0,16.0,10.0,22.0,17.0,8.0,3.0,6.0,24.0,21.0,12.0,1.0,27.0,18.0,25.0,30.0,14.0,19.0,7.0,5.0,4.0,28.0,31.0,13.0,23.0,20.0,9.0
2018,14,18.0,6.0,24.0,29.0,4.0,25.0,9.0,28.0,23.0,13.0,20.0,2.0,26.0,15.0,14.0,7.0,1.0,17.0,5.0,30.0,10.0,8.0,19.0,27.0,11.0,12.0,31.0,21.0,16.0,3.0,22.0
2018,15,14.0,18.0,16.0,29.0,6.0,15.0,5.0,4.0,21.0,11.0,19.0,26.0,3.0,23.0,12.0,28.0,13.0,27.0,2.0,30.0,24.0,7.0,25.0,8.0,20.0,1.0,31.0,9.0,22.0,17.0,10.0
2018,16,19.0,18.0,9.0,29.0,23.0,25.0,7.0,1.0,10.0,5.0,28.0,27.0,17.0,24.0,22.0,3.0,15.0,21.0,26.0,30.0,13.0,14.0,11.0,8.0,16.0,2.0,31.0,20.0,4.0,6.0,12.0
2018,17,11.0,9.0,21.0,29.0,24.0,16.0,23.0,19.0,10.0,22.0,8.0,1.0,28.0,3.0,25.0,2.0,15.0,27.0,12.0,30.0,6.0,17.0,20.0,13.0,7.0,4.0,31.0,14.0,18.0,5.0,26.0
2018,18,6.0,12.0,22.0,29.0,23.0,16.0,10.0,4.0,13.0,2.0,26.0,25.0,1.0,24.0,9.0,20.0,5.0,21.0,15.0,30.0,14.0,3.0,19.0,18.0,17.0,8.0,31.0,11.0,28.0,7.0,27.0
2018,19,19.0,13.0,2.0,29.0,16.0,5.0,22.0,9.0,21.0,23.0,7.0,12.0,3.0,18.0,20.0,27.0,25.0,14.0,4.0,30.0,26.0,28.0,10.0,11.0,24.0,6.0,31.0,1.0,15.0,8.0,17.0
2018,20,10.0,28.0,18.0,29.0,8.0,27.0,11.0,4.0,21.0,24.0,14.0,16.0,22.0,2.0,19.0,1.0,26.0,15.0,5.0,30.0,25.0,17.0,13.0,20.0,7.0,3.0,31.0,6.0,23.0,9.0,12.0
2018,21,6.0,4.0,10.0,29.0,25.0,9.0,21.0,24.0,19.0,2.0,13.0,1.0,3.0,28.0,18.0,14.0,15.0,17.0,26.0,30.0,5.0,12.0,20.0,7.0,16.0,27.0,31.0,23.0,11.0,22.0,8.0
2018,22,13.0,1.0,20.0,29.0,2.0,12.0,25.0,5.0,17.0,22.0,16.0,23.0,3.0,7.0,15.0,6.0,11.0,27.0,10.0,30.0,19.0,14.0,9.0,24.0,4.0,28.0,31.0,26.0,8.0,21.0,18.0
2018,23,16.0,11.0,6.0,29.0,21.0,22.0,9.0,18.0,8.0,26.0,4.0,3.0,25.0,2.0,7.0,1.0,14.0,15.0,17.0,30.0,27.0,23.0,28.0,12.0,5.0,13.0,31.0,19.0,24.0,20.0,10.0
2018,24,15.0,11.0,3.0,29.0,16.0,2.0,25.0,26.0,5.0,10.0,6.0,24.0,13.0,14.0,8.0,23.0,19.0,28.0,20.0,30.0,9.0,12.0,1.0,27.0,7.0,22.0,31.0,17.0,18.0,4.0,21.0
2018,25,17.0,11.0,8.0,29.0,2.0,20.0,28.0,19.0,18.0,10.0,14.0,26.0,12.0,3.0,21.0,24.0,4.0,9.0,6.0,30.0,5.0,25.0,15.0,27.0,16.0,1.0,31.0,22.0,23.0,13.0,7.0
2018,26,14.0,10.0,11.0,29.0,3.0,16.0,25.0,28.0,9.0,17.0,1.0,19.0,26.0,18.0,4.0,8.0,12.0,21.0,5.0,30.0,2.0,23.0,15.0,27.0,20.0,7.0,31.0,6.0,22.0,13.0,24.0
2018,27,16.0,20.0,8.0,29.0,14.0,5.0,23.0,6.0,26.0,2.0,10.0,25.0,1.0,28.0,19.0,27.0,12.0,22.0,15.0,30.0,11.0,18.0,24.0,21.0,13.0,4.0,31.0,17.0,9.0,3.0,7.0
2018,28,12.0,17.0,5.0,29.0,14.0,13.0,7.0,3.0,1.0,22.0,15.0,8.0,28.0,27.0,6.0,19.0,16.0,2.0,11.0,30.0,23.0,18.0,26.0,21.0,24.0,20.0,31.0,9.0,4.0,25.0,10.0
2018,29,7.0,21.0,27.0,29.0,26.0,1.0,12.0,20.0,28.0,18.0,8.0,15.0,6.0,9.0,11.0,3.0,17.0,22.0,24.0,30.0,16.0,4.0,14.0,5.0,25.0,13.0,31.0,2.0,10.0,23.0,19.0
2018,30,5.0,20.0,19.0,29.0,24.0,21.0,7.0,4.0,2.0,6.0,8.0,27.0,26.0,16.0,23.0,3.0,17.0,15.0,1.0,30.0,9.0,10.0,18.0,14.0,22.0,12.0,31.0,11.0,13.0,28.0,25.0
2018,31,26.0,13.0,17.0,29.0,28.0,12.0,9.0,25.0,23.0,24.0,7.0,19.0,3.0,8.0,21.0,22.0,4.0,2.0,16.0,30.0,15.0,27.0,18.0,6.0,20.0,5.0,31.0,11.0,14.0,10.0,1.0
2018,32,1.0,18.0,14.0,29.0,16.0,10.0,28.0,6.0,8.0,9.0,4.0,7.0,20.0,2.0,17.0,3.0,27.0,12.0,25.0,30.0,11.0,13.0,21.0,26.0,5.0,15.0,31.0,19.0,24.0,22.0,23.0
2018,33,9.0,3.0,2.0,29.0,26.0,14.0,23.0,19.0,8.0,10.0,6.0,1.0,25.0,16.0,4.0,28.0,17.0,20.0,24.0,30.0,12.0,27.0,15.0,13.0,7.0,22.0,31.0,21.0,5.0,11.0,18.0
2018,34,11.0,20.0,21.0,29.0,3.0,4.0,6.0,8.0,14.0,18.0,25.0,27.0,2.0,28.0,13.0,12.0,15.0,17.0,9.0,30.0,23.0,10.0,19.0,16.0,24.0,1.0,31.0,22.0,5.0,26.0,7.0
2018,35,19.0,17.0,10.0,29.0,15.0,9.0,22.0,21.0,25.0,13.0,18.0,7.0,1.0,6.0,11.0,14.0,12.0,8.0,2.0,30.0,27.0,4.0,16.0,5.0,3.0,20.0,31.0,24.0,28.0,23.0,26.0
2018,36,9.0,12.0,13.0,29.0,27.0,6.0,5.0,18.0,4.0,2.0,24.0,22.0,28.0,20.0,8.0,15.0,21.0,10.0,25.0,30.0,3.0,23.0,11.0,16.0,1.0,19.0,31.0,14.0,17.0,26.0,7.0
2018,37,6.0,12.0,7.0,29.0,2.0,22.0,27.0,9.0,17.0,8.0,28.0,19.0,23.0,25.0,10.0,3.0,13.0,15.0,18.0,30.0,14.0,24.0,21.0,5.0,26.0,1.0,31.0,11.0,20.0,16.0,4.0
2018,38,22.0,17.0,4.0,29.0,6.0,14.0,7.0,27.0,15.0,25.0,12.0,2.0,18.0,11.0,19.0,23.0,8.0,28.0,26.0,30.0,13.0,16.0,5.0,20.0,9.0,10.0,31.0,1.0,3.0,21.0,24.0
2018,39,10.0,15.0,23.0,29.0,27.0,16.0,21.0,7.0,19.0,4.0,24.0,1.0,2.0,3.0,22.0,17.0,18.0,5.0,9.0,30.0,12.0,20.0,11.0,26.0,6.0,8.0,31.0,13.0,25.0,28.0,14.0
2018,40,8.0,9.0,15.0,29.0,2.0,21.0,12.0,16.0,10.0,14.0,13.0,25.0,26.0,18.0,17.0,22.0,24.0,11.0,4.0,30.0,5.0,28.0,7.0,6.0,19.0,3.0,31.0,1.0,27.0,20.0,23.0
2018,41,14.0,13.0,24.0,29.0,4.0,16.0,18.0,15.0,28.0,9.0,3.0,1.0,11.0,7.0,21.0,2.0,12.0,10.0,17.0,30.0,5.0,19.0,8.0,25.0,6.0,27.0,31.0,22.0,26.0,23.0,20.0
2018,42,6.0,7.0,10.0,29.0,18.0,9.0,15.0,27.0,4.0,2.0,14.0,24.0,8.0,26.0,16.0,20.0,5.0,19.0,22.0,30.0,3.0,21.0,1.0,11.0,12.0,23.0,31.0,17.0,25.0,28.0,13.0
2018,43,19.0,6.0,21.0,29.0,25.0,3.0,20.0,10.0,9.0,8.0,2.0,14.0,17.0,1.0,22.0,4.0,5.0,16.0,24.0,30.0,11.0,13.0,7.0,23.0,27.0,26.0,31.0,28.0,15.0,18.0,12.0
2018,44,16.0,24.0,18.0,29.0,25.0,13.0,15.0,4.0,19.0,20.0,12.0,11.0,1.0,17.0,9.0,8.0,23.0,27.0,21.0,30.0,22.0,10.0,26.0,7.0,14.0,28.0,31.0,6.0,5.0,3.0,2.0
2018,45,5.0,3.0,12.0,29.0,15.0,9.0,26.0,23.0,14.0,4.0,19.0,8.0,27.0,17.0,16.0,2.0,10.0,7.0,20.0,30.0,1.0,24.0,21.0,6.0,13.0,18.0,31.0,22.0,28.0,25.0,11.0
2018,46,16.0,10.0,21.0,29.0,27.0,3.0,25.0,7.0,15.0,5.0,26.0,8.0,4.0,24.0,9.0,28.0,19.0,18.0,20.0,30.0,13.0,17.0,6.0,12.0,2.0,23.0,31.0,1.0,22.0,14.0,11.0
2018,47,3.0,2.0,18.0,29.0,17.0,16.0,20.0,26.0,4.0,9.0,7.0,1.0,13.0,10.0,11.0,24.0,15.0,8.0,27.0,30.0,12.0,21.0,19.0,22.0,5.0,28.0,31.0,23.0,14.0,6.0,25.0
2018,48,22.0,18.0,14.0,29.0,27.0,6.0,25.0,20.0,12.0,23.0,26.0,5.0,1.0,7.0,15.0,3.0,11.0,16.0,17.0,30.0,19.0,8.0,10.0,24.0,13.0,21.0,31.0,2.0,4.0,28.0,9.0
2018,49,20.0,6.0,27.0,29.0,10.0,12.0,24.0,14.0,11.0,4.0,5.0,16.0,26.0,8.0,7.0,23.0,3.0,9.0,21.0,30.0,1.0,18.0,2.0,17.0,19.0,13.0,31.0,22.0,28.0,25.0,15.0
2018,50,21.0,9.0,16.0,29.0,27.0,5.0,1.0,18.0,10.0,2.0,13.0,23.0,15.0,11.0,17.0,12.0,20.0,24.0,25.0,30.0,6.0,14.0,7.0,22.0,3.0,28.0,31.0,19.0,8.0,26.0,4.0
2018,51,16.0,5.0,27.0,29.0,28.0,22.0,11.0,19.0,8.0,7.0,18.0,3.0,21.0,14.0,6.0,17.0,24.0,20.0,9.0,30.0,4.0,13.0,12.0,15.0,23.0,26.0,31.0,10.0,25.0,1.0,2.0
2018,52,2.0,27.0,21.0,29.0,26.0,25.0,7.0,19.0,17.0,20.0,18.0,4.0,3.0,11.0,15.0,5.0,13.0,22.0,16.0,30.0,28.0,9.0,24.0,8.0,10.0,6.0,31.0,14.0,1.0,23.0,12.0
2019,1,9.0,22.0,4.0,29.0,1.0,25.0,2.0,5.0,11.0,27.0,21.0,16.0,28.0,26.0,18.0,17.0,10.0,15.0,8.0,30.0,20.0,7.0,6.0,24.0,12.0,3.0,31.0,23.0,13.0,19.0,14.0
2019,2,20.0,12.0,13.0,29.0,19.0,11.0,3.0,27.0,26.0,23.0,16.0,17.0,10.0,22.0,9.0,28.0,18.0,8.0,4.0,30.0,24.0,15.0,25.0,2.0,7.0,1.0,31.0,14.0,6.0,5.0,21.0
2019,3,7.0,23.0,18.0,29.0,17.0,21.0,15.0,3.0,4.0,19.0,26.0,11.0,27.0,16.0,14.0,24.0,22.0,6.0,10.0,30.0,25.0,12.0,9.0,8.0,28.0,2.0,31.0,13.0,5.0,1.0,20.0
2019,4,15.0,4.0,3.0,29.0,27.0,8.0,5.0,10.0,12.0,21.0,14.0,26.0,1.0,23.0,11.0,22.0,19.0,16.0,17.0,30.0,7.0,2.0,25.0,13.0,9.0,28.0,31.0,18.0,6.0,24.0,20.0
2019,5,18.0,12.0,14.0,29.0,26.0,22.0,9.0,16.0,15.0,5.0,20.0,28.0,6.0,27.0,11.0,21.0,24.0,23.0,25.0,30.0,17.0,1.0,4.0,7.0,10.0,19.0,31.0,3.0,2.0,8.0,13.0
2019,6,15.0,9.0,25.0,29.0,27.0,1.0,18.0,26.0,16.0,4.0,2.0,7.0,12.0,14.0,3.0,19.0,21.0,20.0,22.0,30.0,8.0,5.0,23.0,6.0,10.0,28.0,31.0,11.0,13.0,24.0,17.0
2019,7,27.0,25.0,6.0,29.0,3.0,20.0,13.0,19.0,10.0,24.0,5.0,9.0,12.0,22.0,15.0,26.0,21.0,11.0,7.0,30.0,23.0,17.0,16.0,14.0,28.0,1.0,31.0,4.0,8.0,2.0,18.0
2019,8,17.0,22.0,18.0,29.0,21.0,19.0,7.0,3.0,10.0,8.0,12.0,20.0,14.0,23.0,15.0,25.0,16.0,24.0,27.0,30.0,9.0,4.0,11.0,13.0,6.0,28.0,31.0,26.0,5.0,1.0,2.0
2019,9,13.0,10.0,11.0,29.0,27.0,17.0,22.0,16.0,3.0,15.0,24.0,2.0,23.0,1.0,8.0,5.0,18.0,28.0,7.0,30.0,14.0,20.0,9.0,12.0,21.0,19.0,31.0,25.0,4.0,26.0,6.0
2019,10,7.0,1.0,15.0,29.0,28.0,17.0,4.0,21.0,6.0,3.0,10.0,18.0,19.0,27.0,11.0,20.0,8.0,23.0,26.0,30.0,2.0,16.0,5.0,12.0,25.0,24.0,31.0,13.0,14.0,22.0,9.0
2019,11,18.0,13.0,8.0,29.0,2.0,22.0,21.0,15.0,20.0,12.0,17.0,25.0,7.0,27.0,26.0,5.0,16.0,19.0,10.0,30.0,9.0,1.0,3.0,4.0,14.0,6.0,31.0,23.0,24.0,28.0,11.0
2019,12,22.0,7.0,21.0,29.0,10.0,16.0,4.0,1.0,11.0,9.0,20.0,17.0,8.0,15.0,23.0,13.0,3.0,19.0,6.0,30.0,5.0,18.0,12.0,27.0,26.0,2.0,31.0,25.0,14.0,28.0,24.0
2019,13,8.0,17.0,4.0,29.0,5.0,18.0,27.0,15.0,13.0,20.0,6.0,3.0,16.0,1.0,11.0,12.0,24.0,28.0,23.0,30.0,25.0,21.0,7.0,14.0,9.0,2.0,31.0,10.0,22.0,26.0,19.0
2019,14,18.0,24.0,25.0,29.0,22.0,23.0,17.0,4.0,9.0,28.0,20.0,10.0,2.0,26.0,14.0,6.0,19.0,13.0,8.0,30.0,27.0,11.0,16.0,3.0,21.0,12.0,31.0,7.0,5.0,1.0,15.0
2019,15,17.0,15.0,9.0,29.0,25.0,8.0,3.0,26.0,5.0,23.0,18.0,24.0,4.0,20.0,19.0,28.0,21.0,22.0,27.0,30.0,14.0,2.0,16.0,11.0,13.0,12.0,31.0,10.0,6.0,1.0,7.0
2019,16,5.0,21.0,28.0,29.0,27.0,23.0,18.0,15.0,3.0,17.0,22.0,11.0,19.0,7.0,13.0,4.0,25.0,26.0,12.0,30.0,20.0,2.0,1.0,9.0,14.0,24.0,31.0,6.0,8.0,16.0,10.0
2019,17,17.0,7.0,22.0,29.0,25.0,16.0,15.0,14.0,4.0,11.0,24.0,23.0,9.0,6.0,18.0,20.0,12.0,1.0,3.0,30.0,5.0,21.0,10.0,13.0,2.0,26.0,31.0,27.0,8.0,28.0,19.0
2019,18,6.0,18.0,15.0,29.0,21.0,13.0,28.0,5.0,4.0,11.0,14.0,26.0,19.0,17.0,22.0,23.0,9.0,2.0,27.0,30.0,16.0,10.0,24.0,7.0,1.0,25.0,31.0,3.0,8.0,12.0,20.0
2019,19,8.0,15.0,22.0,29.0,1.0,13.0,28.0,23.0,5.0,12.0,27.0,2.0,25.0,24.0,20.0,19.0,4.0,6.0,16.0,30.0,7.0,11.0,17.0,10.0,9.0,3.0,31.0,18.0,26.0,21.0,14.0
2019,20,7.0,2.0,9.0,29.0,21.0,20.0,27.0,24.0,6.0,4.0,14.0,19.0,22.0,25.0,11.0,13.0,5.0,26.0,17.0,30.0,3.0,15.0,1.0,18.0,16.0,8.0,31.0,12.0,10.0,28.0,23.0
2019,21,8.0,2.0,9.0,29.0,24.0,3.0,14.0,22.0,1.0,5.0,19.0,28.0,25.0,21.0,6.0,20.0,18.0,16.0,23.0,30.0,4.0,15.0,13.0,7.0,17.0,27.0,31.0,12.0,10.0,26.0,11.0
2019,22,16.0,7.0,12.0,29.0,22.0,2.0,20.0,25.0,3.0,9.0,23.0,27.0,4.0,28.0,15.0,5.0,26.0,18.0,21.0,30.0,8.0,1.0,10.0,14.0,6.0,24.0,31.0,19.0,13.0,17.0,11.0
2019,23,17.0,20.0,16.0,29.0,25.0,10.0,5.0,2.0,23.0,19.0,3.0,4.0,18.0,27.0,7.0,24.0,26.0,6.0,22.0,30.0,14.0,13.0,28.0,9.0,11.0,21.0,31.0,12.0,15.0,1.0,8.0
2019,24,3.0,16.0,20.0,29.0,27.0,8.0,2.0,5.0,23.0,10.0,17.0,9.0,19.0,13.0,15.0,1.0,21.0,22.0,25.0,30.0,14.0,24.0,7.0,12.0,18.0,28.0,31.0,26.0,4.0,6.0,11.0
2019,25,15.0,17.0,22.0,29.0,24.0,10.0,5.0,2.0,7.0,20.0,28.0,23.0,12.0,13.0,9.0,8.0,25.0,27.0,3.0,30.0,14.0,11.0,18.0,19.0,21.0,1.0,31.0,4.0,26.0,6.0,16.0
2019,26,15.0,22.0,11.0,29.0,21.0,9.0,26.0,6.0,17.0,16.0,25.0,19.0,3.0,23.0,18.0,28.0,20.0,10.0,7.0,30.0,27.0,8.0,13.0,5.0,24.0,4.0,31.0,12.0,14.0,2.0,1.0
2019,27,8.0,4.0,2.0,29.0,18.0,21.0,28.0,16.0,5.0,9.0,3.0,17.0,15.0,7.0,10.0,12.0,22.0,19.0,23.0,30.0,11.0,14.0,20.0,13.0,1.0,27.0,31.0,25.0,6.0,26.0,24.0
2019,28,6.0,3.0,7.0,29.0,26.0,23.0,28.0,14.0,19.0,17.0,8.0,15.0,21.0,1.0,11.0,5.0,10.0,22.0,12.0,30.0,20.0,16.0,24.0,9.0,4.0,27.0,31.0,18.0,13.0,2.0,25.0
2019,29,14.0,19.0,8.0,29.0,26.0,27.0,25.0,4.0,16.0,2.0,9.0,7.0,13.0,11.0,6.0,10.0,21.0,23.0,24.0,30.0,12.0,1.0,3.0,18.0,22.0,28.0,31.0,15.0,20.0,5.0,17.0
2019,30,23.0,25.0,4.0,29.0,28.0,18.0,6.0,22.0,13.0,17.0,10.0,11.0,2.0,5.0,21.0,8.0,14.0,16.0,9.0,30.0,24.0,7.0,20.0,12.0,19.0,27.0,31.0,26.0,3.0,1.0,15.0
2019,31,15.0,11.0,16.0,29.0,1.0,9.0,28.0,25.0,12.0,8.0,5.0,26.0,3.0,24.0,17.0,21.0,14.0,19.0,6.0,30.0,7.0,18.0,22.0,20.0,10.0,2.0,31.0,4.0,27.0,23.0,13.0
2019,32,20.0,8.0,13.0,29.0,28.0,7.0,26.0,16.0,4.0,5.0,18.0,1.0,23.0,12.0,6.0,25.0,24.0,21.0,27.0,30.0,10.0,17.0,9.0,22.0,3.0,2.0,31.0,19.0,14.0,11.0,15.0
2019,33,17.0,9.0,25.0,29.0,5.0,15.0,19.0,20.0,12.0,4.0,21.0,22.0,3.0,26.0,13.0,28.0,14.0,10.0,24.0,30.0,7.0,6.0,8.0,18.0,1.0,23.0,31.0,27.0,16.0,2.0,11.0
2019,34,7.0,13.0,23.0,29.0,27.0,24.0,5.0,16.0,11.0,14.0,3.0,28.0,21.0,2.0,19.0,25.0,20.0,10.0,8.0,30.0,9.0,22.0,6.0,12.0,4.0,26.0,31.0,17.0,1.0,15.0,18.0
2019,35,18.0,22.0,27.0,29.0,25.0,9.0,3.0,13.0,15.0,14.0,26.0,6.0,7.0,28.0,21.0,23.0,16.0,24.0,2.0,30.0,20.0,4.0,8.0,12.0,17.0,10.0,31.0,5.0,19.0,1.0,11.0
2019,36,20.0,19.0,14.0,29.0,2.0,17.0,13.0,21.0,26.0,28.0,3.0,4.0,15.0,7.0,9.0,11.0,8.0,25.0,5.0,30.0,27.0,24.0,10.0,16.0,23.0,6.0,31.0,12.0,18.0,1.0,22.0
2019,37,19.0,23.0,14.0,29.0,21.0,18.0,6.0,1.0,22.0,26.0,7.0,20.0,15.0,2.0,12.0,3.0,8.0,4.0,17.0,30.0,24.0,5.0,25.0,13.0,27.0,28.0,31.0,9.0,11.0,16.0,10.0
2019,38,8.0,7.0,17.0,29.0,2.0,6.0,9.0,20.0,5.0,13.0,26.0,11.0,4.0,28.0,19.0,27.0,16.0,15.0,10.0,30.0,3.0,23.0,21.0,14.0,24.0,1.0,31.0,18.0,12.0,22.0,25.0
2019,39,13.0,6.0,21.0,29.0,28.0,18.0,27.0,25.0,7.0,12.0,4.0,2.0,22.0,14.0,10.0,17.0,15.0,20.0,19.0,30.0,11.0,9.0,1.0,16.0,23.0,26.0,31.0,5.0,24.0,3.0,8.0
2019,40,17.0,3.0,13.0,29.0,27.0,9.0,24.0,2.0,16.0,10.0,18.0,8.0,1.0,22.0,20.0,15.0,26.0,7.0,21.0,30.0,6.0,14.0,19.0,25.0,5.0,23.0,31.0,28.0,4.0,12.0,11.0
2019,41,20.0,19.0,22.0,29.0,27.0,21.0,1.0,4.0,2.0,8.0,18.0,10.0,23.0,3.0,9.0,5.0,26.0,25.0,17.0,30.0,24.0,14.0,16.0,7.0,13.0,28.0,31.0,12.0,6.0,11.0,15.0
2019,42,21.0,13.0,15.0,29.0,27.0,1.0,12.0,20.0,2.0,16.0,9.0,6.0,10.0,22.0,3.0,25.0,24.0,4.0,26.0,30.0,23.0,17.0,18.0,7.0,11.0,28.0,31.0,5.0,14.0,8.0,19.0
2019,43,15.0,18.0,27.0,29.0,6.0,26.0,3.0,13.0,19.0,24.0,4.0,22.0,10.0,14.0,9.0,12.0,8.0,23.0,11.0,30.0,21.0,16.0,25.0,17.0,28.0,1.0,31.0,5.0,20.0,2.0,7.0
2019,44,9.0,21.0,26.0,29.0,23.0,17.0,7.0,12.0,6.0,8.0,14.0,20.0,5.0,24.0,1.0,19.0,22.0,4.0,2.0,30.0,18.0,13.0,15.0,11.0,27.0,16.0,31.0,3.0,10.0,25.0,28.0
2019,45,19.0,26.0,5.0,29.0,4.0,13.0,2.0,9.0,24.0,28.0,11.0,8.0,23.0,25.0,3.0,15.0,18.0,6.0,20.0,30.0,27.0,22.0,21.0,12.0,7.0,1.0,31.0,14.0,10.0,16.0,17.0
2019,46,9.0,11.0,23.0,29.0,28.0,19.0,25.0,18.0,4.0,14.0,27.0,20.0,3.0,1.0,22.0,2.0,10.0,6.0,24.0,30.0,8.0,15.0,21.0,13.0,7.0,26.0,31.0,12.0,5.0,16.0,17.0
2019,47,16.0,13.0,5.0,29.0,21.0,1.0,28.0,3.0,6.0,12.0,14.0,27.0,20.0,22.0,17.0,26.0,25.0,10.0,18.0,30.0,9.0,23.0,15.0,4.0,2.0,24.0,31.0,7.0,11.0,8.0,19.0
2019,48,20.0,7.0,11.0,29.0,28.0,4.0,24.0,3.0,12.0,6.0,8.0,18.0,9.0,25.0,17.0,19.0,2.0,23.0,5.0,30.0,16.0,21.0,14.0,13.0,26.0,27.0,31.0,22.0,10.0,15.0,1.0
2019,49,10.0,16.0,27.0,29.0,1.0,24.0,3.0,4.0,17.0,12.0,7.0,18.0,15.0,28.0,9.0,25.0,13.0,21.0,5.0,30.0,26.0,23.0,6.0,22.0,8.0,2.0,31.0,11.0,14.0,19.0,20.0
2019,50,6.0,26.0,5.0,29.0,1.0,10.0,13.0,17.0,22.0,27.0,18.0,28.0,2.0,9.0,24.0,8.0,25.0,4.0,12.0,30.0,16.0,14.0,21.0,19.0,7.0,15.0,31.0,3.0,11.0,23.0,20.0
2019,51,26.0,21.0,17.0,29.0,12.0,8.0,4.0,27.0,28.0,9.0,24.0,2.0,10.0,5.0,16.0,3.0,15.0,18.0,13.0,30.0,6.0,7.0,20.0,19.0,14.0,1.0,31.0,23.0,11.0,25.0,22.0
2019,52,14.0,9.0,16.0,29.0,24.0,8.0,26.0,1.0,27.0,6.0,20.0,21.0,12.0,5.0,17.0,4.0,13.0,25.0,2.0,30.0,23.0,11.0,18.0,19.0,22.0,3.0,31.0,10.0,7.0,28.0,15.0
2020,1,9.0,17.0,19.0,29.0,27.0,20.0,28.0,11.0,6.0,16.0,25.0,22.0,3.0,18.0,21.0,24.0,26.0,23.0,4.0,30.0,15.0,8.0,14.0,10.0,7.0,1.0,31.0,12.0,13.0,2.0,5.0
2020,2,2.0,18.0,9.0,29.0,27.0,17.0,21.0,7.0,10.0,20.0,26.0,5.0,13.0,4.0,12.0,1.0,22.0,14.0,25.0,30.0,8.0,6.0,15.0,3.0,28.0,16.0,31.0,23.0,11.0,24.0,19.0
2020,3,8.0,20.0,22.0,29.0,21.0,23.0,1.0,27.0,9.0,6.0,10.0,16.0,4.0,5.0,11.0,25.0,15.0,13.0,26.0,30.0,14.0,19.0,18.0,12.0,3.0,28.0,31.0,24.0,17.0,2.0,7.0
2020,4,5.0,6.0,22.0,29.0,28.0,12.0,26.0,10.0,1.0,4.0,24.0,13.0,11.0,21.0,9.0,19.0,15.0,16.0,25.0,30.0,2.0,3.0,14.0,18.0,7.0,27.0,31.0,8.0,23.0,20.0,17.0
2020,5,12.0,6.0,15.0,29.0,13.0,20.0,27.0,17.0,5.0,10.0,18.0,8.0,25.0,7.0,23.0,19.0,26.0,28.0,21.0,30.0,3.0,1.0,22.0,2.0,4.0,14.0,31.0,11.0,9.0,24.0,16.0
2020,6,6.0,22.0,11.0,29.0,28.0,3.0,19.0,15.0,18.0,9.0,1.0,5.0,20.0,14.0,27.0,12.0,7.0,4.0,2.0,30.0,24.0,13.0,23.0,8.0,25.0,16.0,31.0,10.0,26.0,21.0,17.0
2020,7,17.0,9.0,25.0,29.0,28.0,3.0,1.0,22.0,21.0,6.0,2.0,18.0,4.0,15.0,16.0,14.0,24.0,5.0,26.0,30.0,13.0,20.0,23.0,19.0,10.0,27.0,31.0,11.0,8.0,7.0,12.0
2020,8,7.0,10.0,15.0,29.0,2.0,11.0,13.0,14.0,5.0,22.0,9.0,21.0,26.0,23.0,17.0,18.0,1.0,28.0,8.0,30.0,6.0,19.0,4.0,16.0,27.0,20.0,31.0,3.0,12.0,25.0,24.0
